g__Ureaplasma,g__Butyricimonas,g__Mucispirillum,g__Prevotellaceae_NK3B31_group,g__Rhizobium,g__Clostridium_innocuum_group,g__Ruminococcus_2,g__Christensenellaceae_R-7_group,g__Ruminococcus_1,g__Paeniclostridium,g__Clostridium_sensu_stricto_1,g__Psychrobacter,g__Enterococcus,g__Leuconostoc,g__Lactobacillus,g__Ruminococcaceae_NK4A214_group,g__Lachnospiraceae_UCG-006,g__Corynebacterium_1,g__Stenotrophomonas,g__Eubacterium_fissicatena_group,g__Family_XIII_AD3011_group,g__Ruminococcaceae_UCG-004,g__Facklamia,g__Anaerotruncus,g__Empedobacter,g__Ruminococcaceae_UCG-007,g__Eisenbergiella,g__Erysipelatoclostridium,g__Paenalcaligenes,g__Marvinbryantia,g__Longilinea,g__Alloprevotella,g__Eubacterium_coprostanoligenes_group,g__Rikenella,g__Caproiciproducens,g__Blautia,g__Lachnoclostridium,g__Acetivibrio_ethanolgignens_group,g__Ruminococcaceae_UCG-013,g__Enterorhabdus,g__Alcaligenes,g__Bacillus,g__Ruminococcaceae_UCG-010,g__Morganella,g__Tyzzerella_3,g__Allobaculum,g__Parasutterella,g__Streptococcus,g__Candidatus_Soleaferrea,g__Mycoplasma,g__Glutamicibacter,g__Pseudomonas,g__Tyzzerella,g__uncultured,g__Prevotellaceae_UCG-001,g__Parabacteroides,g__Vagococcus,g__Family_XIII_UCG-001,g__Escherichia-Shigella,g__Carnobacterium,g__Raoultella,g__Coprococcus_1,g__Eubacterium_xylanophilum_group,g__Subdoligranulum,g__Bilophila,g__Alistipes,g__Gordonibacter,g__Anaerovorax,g__Anaerofustis,g__Comamonas,g__Ruminiclostridium_1,g__Phaseolus_acutifolius_tepary_bean,g__Ruminiclostridium_6,g__Acetatifactor,g__Citrobacter,g__Candidatus_Protochlamydia,g__Muribacter,g__Peptococcus,g__Coprococcus_2,g__Bacteroides,g__Triticum_aestivum_bread_wheat,g__Ruminiclostridium,g__mouse_gut_metagenome,g__Parvibacter,g__Intestinimonas,g__Brachyspira,g__unidentified,g__Oscillibacter,g__Veillonella,g__Gemella,g__Prevotellaceae_Ga6A1_group,g__Ruminococcaceae_UCG-009,g__Anaerostipes,g__Candidatus_Stoquefichus,g__Sutterella,g__Lachnospiraceae_UCG-001,g__Eubacterium_ventriosum_group,g__Proteiniclasticum,g__Helicobacter,g__Ruminococcaceae_UCG-005,g__Bradyrhizobium,g__Eubacterium_oxidoreducens_group,g__Jeotgalicoccus,g__Odoribacter,g__Acinetobacter,g__Coriobacteriaceae_UCG-002,g__Roseburia,g__Desulfovibrio,g__Caldicoprobacter,g__Corynebacterium,g__Butyricicoccus,g__Staphylococcus,g__Anaeroplasma,g__Senegalimassilia,g__Georgenia,g__Proteus,g__Adlercreutzia,g__Bifidobacterium,g__Faecalibaculum,g__Papillibacter,g__Eubacterium_brachy_group,g__Lactococcus,g__Akkermansia,g__Turicibacter,g__Ruminococcaceae_UCG-014,g__Ruminiclostridium_9,g__Eubacterium_nodatum_group,g__Defluviitaleaceae_UCG-011,g__Romboutsia,g__Rikenellaceae_RC9_gut_group,g__Candidatus_Arthromitus
0.000195183,0,0.00011711,0,0,0,0,0,0.000390366,0,7.81E-05,0,0.001288207,0,0.062302377,0.000429402,0.000390366,0,7.81E-05,0.000702658,7.81E-05,0,0,0.000975914,0,0,0,0.000468439,0,3.90E-05,0,0.018191045,0.002068939,0.000819768,0.000819768,3.90E-05,0.002615451,0,0.00148339,0.002498341,0,3.90E-05,7.81E-05,0,0.000897841,0,0.015068119,0.000663622,0,0.00011711,0,0,0.000195183,0.00011711,0.049654526,0.008588047,0,0.00011711,0,0,0,0.000858805,3.90E-05,7.81E-05,0,0.014521607,0.000234219,0,3.90E-05,0,0,0,0.001405317,3.90E-05,3.90E-05,0,0,0.000312293,0,0.035562322,0,0.000234219,0.00011711,0,0.000624585,0,0.575282039,0.000858805,0,0,3.90E-05,0.000468439,0,0.000507476,0,0.03478159,0,0,0.027559824,3.90E-05,0,0,0,0.019323106,0,0.000468439,0.00148339,0.004528243,0,0,0.000312293,0,3.90E-05,0,0,0,7.81E-05,0,0.000351329,3.90E-05,0.000312293,0.000195183,0.055705196,0,0.010422766,0.002888707,0.000546512,0,0,0.000897841,0.003200999
0.000624585,0,0.000195183,0,0,0,0,0,3.90E-05,0,3.90E-05,0,0.007729242,0,0.125463559,0.000312293,0.000156146,3.90E-05,0.000273256,0.006050669,0,7.81E-05,3.90E-05,0.004606316,0,0,0,0.013818948,0,3.90E-05,0.00011711,0.115548269,0,0.003630402,0.000975914,0,0.001990865,0,0.000195183,0.00729984,0,0.000234219,0.000312293,0,0.001795683,3.90E-05,0.001561463,0.004294024,0,0.000507476,0,0.000156146,0.000312293,3.90E-05,0.178123902,0.002810634,0,7.81E-05,0,0,0,0.000351329,7.81E-05,0,3.90E-05,0.015536558,0.000975914,0,0.00011711,0.000546512,0,0.000741695,0.00148339,7.81E-05,0,0,0,0,0,0.035367139,7.81E-05,0.00011711,0.001444353,0.00011711,0.000156146,0,0.33462154,0.000273256,0,0.000312293,0.000390366,7.81E-05,0,0.00273256,0.002186048,0.000975914,0,0,0.001834719,3.90E-05,3.90E-05,0,3.90E-05,0.004098841,0.000312293,0.000975914,0.021860483,0.001717609,0,3.90E-05,0.000351329,7.81E-05,3.90E-05,0,0,3.90E-05,0,0,0,0,0.001014951,0.000819768,0.00011711,0,0.003200999,0.001444353,0.001093024,0,3.90E-05,0.001522427,0.031385408
0,0,0.000546512,3.90E-05,0,0,0,0,0,0,0.000234219,0,0.000234219,0,0.089901237,0.001327244,0.00136628,0,0,0.000156146,0.000234219,0.00011711,0,0.003474255,0,0,0,0.000780732,0,0,0,0.030253347,0.000624585,0.001756646,0.004723426,0.001171097,0.0116329,0,0.000507476,0.006011633,0,7.81E-05,0.001288207,0,0.011437717,0,0.00284967,0.000390366,0,0,0,3.90E-05,0.001093024,0,0.060975134,0.002654487,0,0.000858805,0,0,0,0.000741695,0.006480072,7.81E-05,0.000507476,0.002303158,0.000546512,0,7.81E-05,0,0,0,0.003786548,0.000702658,0,0,0,3.90E-05,0,0.026622946,0,0.000663622,0.002615451,7.81E-05,0.001327244,0,0.541788656,0.002342195,0,0,0.000156146,3.90E-05,0,3.90E-05,0,0.000390366,0,3.90E-05,0.003161963,0.000468439,0,0,0,0.003005816,0,0.000780732,0.012023266,0.013194363,0,0,0.000819768,0,0.00011711,0,0,0,0.001053988,0,0,0,0.002186048,3.90E-05,7.81E-05,3.90E-05,0.011593863,0.004372097,0.000585549,0,0,0.000897841,0.000468439
0.000312293,0,0.001639536,0,0,0,0,3.90E-05,3.90E-05,0,3.90E-05,0,0.000234219,0,0.086856384,0.000858805,0.000390366,0,3.90E-05,0.004918609,3.90E-05,0,0,0.00421595,0,0,7.81E-05,0.015302338,0,0.000312293,0,0.145489323,3.90E-05,0.00124917,0.001405317,0,0.040637077,0,0.000195183,0.002303158,0,3.90E-05,0.000156146,0,0.000702658,0,0.000897841,0.000702658,0,0,0,0,0.000351329,0.002107975,0.065191084,0.021587227,0,0.00011711,0,0,0,0.003200999,0.002186048,3.90E-05,0.000156146,0.021196861,3.90E-05,0,0.000234219,0,0,0,0.00273256,0.000585549,0,0,0,0,0,0.083733458,0,0.00124917,7.81E-05,3.90E-05,0.004294024,0,0.301089121,0.001912792,0,0,0.000312293,0.000546512,0,0.001327244,0.003200999,0.000351329,0,0,0.020962642,0.000273256,0,0,0,0.00593356,0,0.00011711,0.003435219,0.019401179,0,0,0.000936878,0,0.023070617,7.81E-05,0,0,0.000468439,0,3.90E-05,0,0.00284967,0,0,0,0.007573096,0.006441035,0.000546512,0,0,0.005152828,0.000819768
0,0,0.001444353,0,0,0,0,0,3.90E-05,0,0,0,0.00011711,0,0.010656986,0.000780732,0.0016005,0,0,3.90E-05,3.90E-05,0.000234219,0,0.011281571,0,0,7.81E-05,0.006441035,0,0.003903658,0,0.004411133,7.81E-05,0.001132061,0.001093024,0.000156146,0.029862982,0,0.000468439,0.000975914,0,3.90E-05,0.001405317,0,0.002420268,0,7.81E-05,0.000507476,0,0.000429402,0,0,0.009993364,0.000702658,0.08439708,0.003825585,0,0.000780732,0,0,0,0.004918609,0.000780732,0,0.000429402,0.019284069,7.81E-05,0,0,0,0,0,0.006792364,0.004723426,0,0,0,0.00011711,0,0.027364641,0,0.007338877,0.000702658,0,0.00729984,0,0.300113206,0.011554827,0,3.90E-05,7.81E-05,0.000741695,0,0.000156146,0,0.027755006,0,0,0.06843112,0.000156146,0,0,0,0.006519108,0,0.00011711,0.040480931,0.023226763,0,0,0.009642035,0,0.015263302,0,0,0,3.90E-05,0,0,0,0.000585549,0.000156146,3.90E-05,0,0.008939376,0.016317289,0.001171097,0,3.90E-05,0.001171097,0.00433306
0,0,0,3.90E-05,0,0,0,0.000234219,0.015107155,0,0,0,0.000234219,0,0.034664481,0.000936878,0.000312293,0,0,0.014092204,0.000351329,0.000156146,0,0.001795683,0,0,0,0.003474255,0,0.000234219,3.90E-05,0.02201663,0.000858805,0,3.90E-05,0.009798181,0.004762462,0,0.002381231,0.000663622,0,0,0.001444353,0,0.000429402,0,0.009993364,0.000819768,0,7.81E-05,0,0,0.00284967,0.011671937,0.012491705,0.010696022,0,0.000234219,3.90E-05,0,0,0.009485888,0.00136628,0.000624585,0.000429402,0.038099699,0,0,0,0,0,0,0.001444353,0,0,0,0,0.000156146,0,0.058984268,3.90E-05,0.00136628,0.000156146,3.90E-05,0.002147012,0,0.5780146,0.001678573,0,0.000390366,0.000624585,0.000273256,0.000156146,0.010461803,0,0.019791545,0,0,0.003591365,0.000819768,0,0,7.81E-05,0.004254987,0,7.81E-05,0.001053988,0.000702658,0,0,0.001795683,0,0.00136628,3.90E-05,0,0,0.00011711,0,0.000312293,3.90E-05,0.00011711,3.90E-05,7.81E-05,0,0.016239216,0.010930242,0.002303158,0,0,0.003747511,0.00148339
0,0,0.000312293,0.025920287,0,0,0,0,0.004098841,0,0,3.90E-05,0.000312293,0,0.017410313,0.000741695,0.000234219,0,0,0.006206816,0.000156146,0.00011711,0,0.004645353,0,0,0,0.000663622,0,0,0,0.096693602,0.00878323,0.000702658,0.000234219,0.00729984,0.006011633,0,0.003200999,0.002029902,0,3.90E-05,0.002107975,0,0.015926924,3.90E-05,0.008158645,0,0,0,0,0,0.001444353,0.023304837,0.002147012,0.009095523,0,0.000468439,3.90E-05,0,0,0.006948511,0.005660304,0.00011711,0.002537378,0.031034079,0.000468439,0,0,0,0,0,0.004879572,0.00011711,0,0,0,7.81E-05,3.90E-05,0.007377913,0,0.003005816,0.000312293,0.00011711,0.008314791,0,0.495803568,0.003240036,0,0,0.000819768,0.000390366,0,0.001795683,0.000702658,0.012218449,0,0,0.015302338,0.000195183,0,3.90E-05,0.00011711,0.004372097,0,0.000780732,0.007495023,0.003708475,0,0,0.000546512,3.90E-05,0.000780732,0.000156146,0,0,0.000195183,0,0.003240036,3.90E-05,0.00136628,0,0,3.90E-05,0.019479252,0.007221767,0.000546512,0,0,0.006401999,0.000702658
7.81E-05,0,0.000780732,0,0,0,0,7.81E-05,0.01299918,0,0,0,0.000156146,0,0.003942694,0.000663622,0.000429402,0,0,0.002225085,0,0.000195183,0,0.009056486,0,0,0,0.000897841,0,7.81E-05,3.90E-05,0.170004294,0.002381231,0.001327244,0.000390366,0.001014951,0.005191865,0,0.003357146,0.000351329,0,0,0.000468439,0,0.006558145,0,0.000741695,0.000273256,0,0,0,3.90E-05,0.001756646,0.003747511,0.035289066,0.007573096,0,0.000273256,0,0,0,0.008275754,0.008627084,0.000156146,0.000156146,0.006948511,0.000195183,0.000195183,3.90E-05,0,0,0,0.009290705,3.90E-05,0,0,0,0.000351329,0,0.006831401,0,0.004918609,0,0,0.005269938,0,0.349104111,0.004372097,0,0,0.006089706,0.000156146,0,7.81E-05,0.001093024,0.003552329,0,0,0.014287387,0.002029902,0,0,0,0.002888707,0,0,0.002420268,0.013584729,0,0,0.000624585,0,0.00011711,0,0,0,3.90E-05,0,0,0.000156146,0.000234219,0,3.90E-05,0,0.012296522,0.010656986,0.000507476,0,0,0.003513292,0.000390366
0,0,0.000507476,0.000351329,0,0,0,0.000351329,0.004294024,0,0,0,3.90E-05,0,0.005230901,0.001053988,0.00273256,0,0,0.002576414,7.81E-05,0.000273256,0,0.012023266,0,0,0,0.000936878,0,0,0,0.106765039,0.001327244,0.001561463,0.000546512,0.000390366,0.00706562,0,0.002498341,0.001717609,0,3.90E-05,0.000897841,0,0.026427763,0,0.001132061,7.81E-05,0,3.90E-05,0,0,0.001210134,0.004254987,0.022211812,0.003279072,0,0.001171097,0,0,0,0.012101339,0.011008315,0.000195183,0.001405317,0.014755826,0.000195183,0,3.90E-05,0,0,0,0.010774095,0.000858805,0,0,0,0.000156146,0,0.006206816,0,0.006597182,0.000351329,0.00011711,0.012686888,0,0.464027794,0.002264121,0,3.90E-05,0.001053988,0.000195183,0,0.001053988,0,0.017058984,0,0,0.008119608,0.000234219,0,0,0,0.001678573,0,0.000390366,0.003942694,0.006714291,0,0,0.001444353,0,3.90E-05,7.81E-05,0,0,3.90E-05,0,0.000624585,7.81E-05,0.001093024,3.90E-05,0,0,0.032985908,0.009876254,0.000585549,0,0,0.003981731,0.000156146
0,0,0.000351329,3.90E-05,0,0,0,7.81E-05,0.00136628,0,7.81E-05,0,3.90E-05,0,0.007885389,0.000546512,0.000936878,0.000546512,0,0.003708475,0.00011711,0.00011711,0,0.006128743,0,0,0,0.0016005,0,0.00011711,0,0.084748409,0.003161963,0.001561463,0.00124917,0.000897841,0.010930242,0,0.003122926,0.001444353,0,0,0.000429402,0,0.028613811,3.90E-05,0.003825585,0.000702658,0,7.81E-05,0,0,0.002615451,0.00741695,0.031073116,0.00718273,0,0.000273256,3.90E-05,0,0,0.002537378,0.014755826,0,0.000273256,0.017098021,0.000234219,0,0,0,0,0,0.010930242,0.000195183,0,0,7.81E-05,3.90E-05,0,0.022758325,3.90E-05,0.003396182,7.81E-05,0,0.012530741,0,0.392864114,0.004762462,0.000507476,0,0.002693524,0.000351329,0,0.001171097,0.000624585,0.015107155,0,0,0.015380411,0.000468439,0,0,0.001210134,0.005855487,0,3.90E-05,0.009251669,0.014677753,0,0,0.00445017,0.02201663,0.001795683,7.81E-05,0,0,7.81E-05,0.00011711,0.000195183,3.90E-05,0.000351329,3.90E-05,0.001053988,0,0.011398681,0.009485888,0.00011711,0,7.81E-05,0.006831401,0.000429402
3.90E-05,0,0.000156146,0,0,0,0,3.90E-05,3.90E-05,0,0.000780732,0.00445017,0.001912792,0.000351329,0.29995706,0.000234219,0.000351329,7.81E-05,0.000156146,0.000195183,3.90E-05,3.90E-05,0,0.001717609,0,0,0,0.00136628,0,0.000156146,3.90E-05,0.004137877,7.81E-05,0.015575594,0.000975914,0.000390366,0.001951829,0,0.000195183,0.006519108,0,0.000234219,0.00011711,3.90E-05,0.001639536,0,0.005426084,0.001288207,0,0.00011711,0,0.000312293,0.000897841,0.054299879,0.148963579,0.002888707,0,0,0.000351329,0,0.004411133,3.90E-05,0.000936878,0,0,0.010969278,0.001210134,0,3.90E-05,0.004684389,0,3.90E-05,0.00011711,0,0.010461803,0,0,0.000273256,0,0.0364992,0,0,0.00011711,0.00011711,0.000156146,0,0.28660655,0.000234219,0,7.81E-05,0.002068939,0,0,0.00011711,0.000936878,0.003044853,0,0,0.009212632,0.00011711,0,0,7.81E-05,0.002654487,0.000936878,0.003708475,0.003630402,0.000897841,0,0,0.000234219,0.00011711,0,7.81E-05,0,0.000156146,0.004606316,0.000507476,0.003396182,0,0.000273256,0.00296678,3.90E-05,0.011554827,0.008041535,0.00296678,0.000234219,0,3.90E-05,0.003357146,0.003630402
0,0,0.000390366,0,0,0,0,0,0.000546512,0,0.000273256,7.81E-05,0.000273256,7.81E-05,0.058750049,0.000351329,0.000780732,0,0,0.007729242,0.000273256,3.90E-05,0,0.003005816,0,0,0,0.000468439,0,3.90E-05,0,0.009837217,0,0.010539876,0.001444353,0.001014951,0.003630402,0,0.000624585,0.002068939,0,0.000156146,0.001639536,0,0.000858805,0,0.001210134,0.000741695,0,0,0,0,0.002459304,0.007729242,0.073115509,0.002693524,0,0.000195183,3.90E-05,0,0.000936878,0.000468439,0.01038373,0,0,0.009368779,0.000702658,3.90E-05,3.90E-05,0.000780732,0,0,0.000975914,0,0.00284967,0,0,0.000351329,0,0.054416989,0,0.000702658,3.90E-05,7.81E-05,0.001014951,0,0.521606746,0.000585549,0,0,0.008978413,0.000195183,0,0.000156146,0.000975914,0.004020767,0,0,0.024671117,7.81E-05,0,0,0,0.00718273,0.00011711,0.000975914,0.014443534,0.00593356,0,0,0.000507476,3.90E-05,0.000234219,3.90E-05,0,0,0.000546512,0.000195183,0.00296678,3.90E-05,0.001210134,0.001288207,3.90E-05,0.01014951,0.033181091,0.003942694,0.001132061,0,7.81E-05,0.002693524,0.002381231
0,0,0.000195183,0,0,0,0,0,0.00011711,0,0,0.000585549,0.000936878,3.90E-05,0.108794941,0.00011711,0.001873756,0,0,0.001834719,0,3.90E-05,0,0.00581645,0,0,0,0.000468439,0,3.90E-05,0,0.014990046,0,0.009290705,0.003474255,0.001014951,0.006636218,0,3.90E-05,0.003122926,0,0,0.000351329,0,0.01038373,0,0.003161963,0.000819768,0,0,0,0,0.000585549,0.000819768,0.077995081,0.005894523,0,0.00124917,0.00011711,0,0.000858805,0.000351329,0.000819768,7.81E-05,0.000351329,0.010930242,0.000546512,0,0.000195183,0.001014951,0,3.90E-05,0.000702658,7.81E-05,0.002225085,0,0,0.000624585,0,0.071202717,0,0.001053988,0.004294024,7.81E-05,0.006948511,0,0.437326775,0.002498341,0,0.000195183,0.004762462,0.001678573,0,0,0.001561463,0.021626264,0,0,0.004723426,0.000468439,0,0,7.81E-05,0.002810634,0.00011711,0.001717609,0.009212632,0.007612133,0,3.90E-05,0.001171097,0,7.81E-05,0,0,3.90E-05,0.000507476,0.00011711,0.000195183,0.00011711,0.00136628,0.000624585,7.81E-05,0.001132061,0.00308389,0.00706562,0.000936878,0,0,0.00148339,0.003474255
3.90E-05,0,0.000741695,0,0,0,0,0,0,0,7.81E-05,0,0.000546512,3.90E-05,0.024202678,0.00011711,0.000390366,0,3.90E-05,7.81E-05,7.81E-05,3.90E-05,0,0.006636218,0,0,0,0.017137057,0,0.003279072,0,0.097981809,7.81E-05,0.012101339,0.000312293,0.000858805,0.010461803,0,0.002420268,0.000390366,0,0,0.000351329,3.90E-05,3.90E-05,0,0.001522427,0.000663622,3.90E-05,0.000585549,0,0.000156146,0.007534059,0.017644533,0.124917047,0.00456728,0,0.000273256,7.81E-05,0,0.001132061,0.001522427,0.001990865,0,3.90E-05,0.009251669,7.81E-05,0,0,0.000858805,0,0,0.002264121,0.000156146,0.003044853,0,0,0.000156146,0,0.144591482,3.90E-05,0.002420268,0.003396182,0,0.007104657,0,0.26197447,0.001132061,0,0.000156146,0.004918609,0.000585549,0,7.81E-05,0.009681071,0.013077253,0,0,0.038177773,0.000702658,0,0,0,0.005113792,0.00011711,0.000156146,0.009876254,0.00729984,0,0,0.003591365,3.90E-05,3.90E-05,0,0,0,0,3.90E-05,3.90E-05,3.90E-05,7.81E-05,0.000780732,0,0,0.010578912,0.004918609,0.000312293,0,0,0.012960144,0.002068939
0.000195183,0.00011711,0.00011711,0,0,0,0,0.000234219,0.000429402,0,7.81E-05,0,0.00124917,0,0.235156341,0.000468439,0.000780732,0,0,0.009017449,0.000312293,0,0,0.001288207,0,0,0,0.001756646,0,7.81E-05,0,0.025178592,0.000936878,0.006948511,0.000780732,0.00011711,0.002654487,0,0.00011711,0.002537378,0,0.000156146,0.000234219,0,0.001444353,0.027794043,0.009993364,0.001405317,3.90E-05,0,0,0.000156146,0.000195183,0.001873756,0.034313151,0.003122926,0,7.81E-05,0,0,0,0.000351329,0.004137877,0.00011711,0,0.013584729,0.000585549,7.81E-05,7.81E-05,0,0,0,0.000351329,0,0,0,0,0.000273256,3.90E-05,0.021470118,0,0.000234219,0.00011711,7.81E-05,0.000156146,0,0.436194714,0.000351329,0,0,7.81E-05,0,0,0.000312293,0,0.019518289,0,0,0.009915291,0.000156146,0,0,0,0.000507476,0,0.000468439,0.001171097,0.001405317,0,0,3.90E-05,7.81E-05,0.006870438,0,0,0,0.002771597,0.000702658,0.00593356,0,0.000312293,0.000195183,0,0.048288246,0.007690206,0.002810634,0.000819768,0,0,0.001717609,0.005074755
0.000234219,0,0.001444353,0,0,0,0,0.000351329,0.017058984,0,3.90E-05,0,7.81E-05,0,0.028613811,0.001405317,0.000819768,0,0,3.90E-05,0.000195183,0.000195183,0,0.012140376,0,0,0,0.003044853,0,0.000390366,0,0.017137057,0.001327244,0.005348011,0.000975914,0.001210134,0.007573096,0,0.00011711,0.005191865,0,7.81E-05,0.005074755,0,0.006480072,0.053792403,0.006675255,0.000390366,0,0,0,0,0.001093024,0.00433306,0.042979272,0.004684389,0,0.000897841,0,0,0,0.001561463,0.012179412,0.00011711,0.000468439,0.013272436,0.00148339,3.90E-05,7.81E-05,0,7.81E-05,0,0.005504157,0.000585549,0,0,0,0.002303158,0,0.022055666,3.90E-05,0.005152828,0.001756646,0,0.009251669,0,0.397119101,0.005543194,0,0,0.000312293,0.001132061,0,0.000312293,0,0.036577273,0,0,0.003513292,0.002186048,0,0,0,0.003044853,0,0.001990865,0.011242534,0.026896202,0,0,0.001171097,0,0.001132061,3.90E-05,0,0,0.002771597,0.000897841,0.049732599,3.90E-05,0.001444353,0.000429402,0,0.026857165,0.006050669,0.015107155,0.001014951,0,7.81E-05,0.003161963,0.001405317
0.000273256,0,0.00011711,0,0,0,0,0,0,0,0.000858805,0,0.003786548,0,0.425537729,0,0.007885389,0,0,0,0,0,0,0.002303158,0,0,0,0.003044853,0,0,0,0.035445212,0,0.001639536,0.005972596,0,0.015107155,0,3.90E-05,0.024944373,0,0.000624585,0.00011711,0,0.000507476,0.001795683,0.001756646,0.003981731,0,0,0,0,0.000273256,0.001327244,0.066323145,0.000585549,0,3.90E-05,0,0,0,7.81E-05,0.001288207,0,3.90E-05,0.005387048,0.001014951,0,0.00011711,0,0,0,0.000702658,0.000156146,0,0,0,7.81E-05,0,0.014092204,0,0,0.000195183,0.000390366,0.000468439,0,0.223289222,3.90E-05,0,7.81E-05,0.00011711,0,0,0.000702658,0,0.000468439,0,0,0.035289066,3.90E-05,0,0,0,0.005582231,0,0.000819768,0.000468439,0.004059804,0,3.90E-05,0.000663622,0.000390366,0.00136628,0.000156146,0,0,0.000156146,0.000819768,0.002381231,0,0.00124917,0.001522427,0,0.003279072,0.0016005,0.002147012,0.00011711,0,3.90E-05,0.005191865,0.015068119
7.81E-05,0.000468439,0.003552329,0,0,0,0,0,0,0,0.000702658,0,0.000546512,0,0.001444353,0,0.000312293,0,0,0,0.000429402,0,0,0.033727603,0,0,0,0.000780732,0,0,0,3.90E-05,0,0,0,0.004762462,0.02463208,0,0.000195183,0.000858805,0,0,0.000741695,0,0,0,0,0.000468439,7.81E-05,0,0,0,0.008314791,0.002537378,3.90E-05,0.001053988,0,0.00011711,0,0,0,0.007807315,3.90E-05,3.90E-05,0.000195183,0.001522427,0,0.000624585,0,0,0,0,0,0.042159503,0,0,0,0.000858805,0,0.140883007,0,0.08006402,0,0,0.005113792,0,0.20962642,0.0348987,0,0,0,0.000312293,0,0,0,0,0,0,0.022641215,0,0,0.00011711,0,0.017644533,0,0,0.036186907,0.053441074,0,0,0,0,0,0,0,0.00011711,0,0,0,0,0.000312293,0.005230901,0,3.90E-05,0.003981731,0.108365539,0.000624585,0,3.90E-05,0.000975914,0.000234219
0,0,0.000546512,0,0,0,0,0,0,0,0,0,0.002771597,0,0.065191084,0.001405317,0.001132061,0,0,0,0,0.000273256,0,0.008744193,0,0,0,0.002147012,0,0,0,0.070851388,0,0.00136628,0.000585549,0,0.002615451,3.90E-05,3.90E-05,0.002810634,0,3.90E-05,0,0,0.007221767,0.000585549,0.012257485,0.000429402,3.90E-05,0,0,3.90E-05,0.000819768,0.065230121,0.022953507,0.003864621,0,0.000195183,0,0,0,0.000819768,0.004723426,0,0.000390366,0.005191865,0.000624585,0,0,0,0,7.81E-05,0.000234219,3.90E-05,0,0,0,0.000507476,0.000156146,0.028028262,0,0.00148339,0.000780732,0.00011711,0.003591365,0,0.5399149,0.001795683,0,3.90E-05,0.000195183,0.00011711,0,0.000351329,0,0.002576414,0,0,0.016902838,0.000702658,0,0,0,0.000741695,0,0.000273256,0.020142874,0.010188547,0,3.90E-05,0.000507476,0,0.001053988,0,0,7.81E-05,0.00011711,0.000468439,0,0,0.000897841,0.000585549,0,0.00011711,0.012296522,0.004020767,0.000780732,0,0,0.001912792,0.003474255
0,0,0.001678573,0,0,0,0,0,0,0,0,0,0.000351329,0,0.003903658,0.001014951,0.000468439,0,0,0,0,7.81E-05,0,0.00706562,0,0,0,0.002537378,0,0.000195183,3.90E-05,0.061482609,0,0.003122926,0.00136628,0.002264121,0.006441035,0,0.000429402,0.001093024,0,3.90E-05,0,0,0.003200999,0,0.00569934,0.000273256,0,0.000234219,0,7.81E-05,0.002381231,0.005465121,0.050708514,0.002693524,0,0.001014951,3.90E-05,0,0,0.001014951,0.011906156,0,0,0.003357146,0.000546512,0,0,0,0,0,0,0.00011711,0,0,0,0.00124917,0,0.02919936,3.90E-05,0.001561463,0.00124917,3.90E-05,0.006050669,0,0.574969747,0.005738377,0,0,7.81E-05,0,0,7.81E-05,0,0.001288207,0,0,0.019166959,0.000897841,0,0,0,0.000429402,0,0.000351329,0.032322286,0.014443534,0,0,0.002498341,0,0.001561463,0,0,7.81E-05,0.001327244,0,0,0,0.000819768,0.00148339,0,0,0.003630402,0.009017449,0.000507476,0,0,0.000975914,0.003005816
0,3.90E-05,0.001210134,0,0,0,0,0,0,3.90E-05,0.001171097,0,3.90E-05,3.90E-05,0.101612211,0.003591365,0.001093024,0,0,0,0.000234219,0.002068939,0,0.011710973,0,0,0.000195183,0,0,0.000273256,3.90E-05,0.0016005,0.012608814,3.90E-05,0,0.002264121,0.029394543,0,3.90E-05,0.006441035,0,0.000195183,0.001756646,0,0,3.90E-05,0,0.00433306,0.000663622,0,0,0,0.000195183,0,0,0.000858805,0,7.81E-05,0,0,0,0.004957645,0.001053988,0,0.000273256,0.004372097,3.90E-05,0.000780732,0,0,0,0,0,0.001444353,0,0,0,0.000234219,0,0.008236718,3.90E-05,0.000351329,0,0,0.009681071,0,0.224889722,0.004176914,0,0.001093024,3.90E-05,7.81E-05,0,0,0,3.90E-05,0,0,0.00273256,0,0,0,0,0.003708475,7.81E-05,0,0.018893703,0.088652067,0,3.90E-05,0.000273256,0.002303158,0,0,0,0,0,0,0,0,0.00124917,0.053284928,0.054456025,3.90E-05,0.013506656,0.07709724,0.001444353,0.000858805,3.90E-05,7.81E-05,0.000624585
