g__Ureaplasma,g__Butyricimonas,g__Mucispirillum,g__Prevotellaceae_NK3B31_group,g__Rhizobium,g__Clostridium_innocuum_group,g__Ruminococcus_2,g__Christensenellaceae_R-7_group,g__Ruminococcus_1,g__Paeniclostridium,g__Clostridium_sensu_stricto_1,g__Psychrobacter,g__Enterococcus,g__Leuconostoc,g__Lactobacillus,g__Ruminococcaceae_NK4A214_group,g__Lachnospiraceae_UCG-006,g__Corynebacterium_1,g__Stenotrophomonas,g__Eubacterium_fissicatena_group,g__Family_XIII_AD3011_group,g__Ruminococcaceae_UCG-004,g__Facklamia,g__Anaerotruncus,g__Empedobacter,g__Ruminococcaceae_UCG-007,g__Eisenbergiella,g__Erysipelatoclostridium,g__Paenalcaligenes,g__Marvinbryantia,g__Longilinea,g__Alloprevotella,g__Eubacterium_coprostanoligenes_group,g__Rikenella,g__Caproiciproducens,g__Blautia,g__Lachnoclostridium,g__Acetivibrio_ethanolgignens_group,g__Ruminococcaceae_UCG-013,g__Enterorhabdus,g__Alcaligenes,g__Bacillus,g__Ruminococcaceae_UCG-010,g__Morganella,g__Tyzzerella_3,g__Allobaculum,g__Parasutterella,g__Streptococcus,g__Candidatus_Soleaferrea,g__Mycoplasma,g__Glutamicibacter,g__Pseudomonas,g__Tyzzerella,g__uncultured,g__Prevotellaceae_UCG-001,g__Parabacteroides,g__Vagococcus,g__Family_XIII_UCG-001,g__Escherichia-Shigella,g__Carnobacterium,g__Raoultella,g__Coprococcus_1,g__Eubacterium_xylanophilum_group,g__Subdoligranulum,g__Bilophila,g__Alistipes,g__Gordonibacter,g__Anaerovorax,g__Anaerofustis,g__Comamonas,g__Ruminiclostridium_1,g__Phaseolus_acutifolius_tepary_bean,g__Ruminiclostridium_6,g__Acetatifactor,g__Citrobacter,g__Candidatus_Protochlamydia,g__Muribacter,g__Peptococcus,g__Coprococcus_2,g__Bacteroides,g__Triticum_aestivum_bread_wheat,g__Ruminiclostridium,g__mouse_gut_metagenome,g__Parvibacter,g__Intestinimonas,g__Brachyspira,g__unidentified,g__Oscillibacter,g__Veillonella,g__Gemella,g__Prevotellaceae_Ga6A1_group,g__Ruminococcaceae_UCG-009,g__Anaerostipes,g__Candidatus_Stoquefichus,g__Sutterella,g__Lachnospiraceae_UCG-001,g__Eubacterium_ventriosum_group,g__Proteiniclasticum,g__Helicobacter,g__Ruminococcaceae_UCG-005,g__Bradyrhizobium,g__Eubacterium_oxidoreducens_group,g__Jeotgalicoccus,g__Odoribacter,g__Acinetobacter,g__Coriobacteriaceae_UCG-002,g__Roseburia,g__Desulfovibrio,g__Caldicoprobacter,g__Corynebacterium,g__Butyricicoccus,g__Staphylococcus,g__Anaeroplasma,g__Senegalimassilia,g__Georgenia,g__Proteus,g__Adlercreutzia,g__Bifidobacterium,g__Faecalibaculum,g__Papillibacter,g__Eubacterium_brachy_group,g__Lactococcus,g__Akkermansia,g__Turicibacter,g__Ruminococcaceae_UCG-014,g__Ruminiclostridium_9,g__Eubacterium_nodatum_group,g__Defluviitaleaceae_UCG-011,g__Romboutsia,g__Rikenellaceae_RC9_gut_group,g__Candidatus_Arthromitus
0,0,0.001912792,0.000663622,0,0,0,0.000663622,0.000273256,0,7.81E-05,0,0.002186048,0,0.146348128,0.000390366,0.004645353,0,0.00011711,0.000858805,3.90E-05,0.000234219,0,0.004918609,0,0,3.90E-05,0.001990865,0,0.000156146,0,0.027286568,0.00011711,0,0.001912792,0.000156146,0.090642932,0,0.000858805,0.002576414,0,0.000156146,0.000507476,0.000351329,0.000273256,0.001561463,0.001639536,0.00011711,0,0,0,0,0.001405317,0.037045712,3.90E-05,0.000780732,0,0.000273256,0,0,0.000546512,0.002225085,0.003005816,0.000312293,0.000156146,0.002107975,0.001873756,7.81E-05,0.00011711,0,7.81E-05,0,0.00011711,3.90E-05,0.001014951,0,0,0.000195183,0.000468439,0.010227583,0,0.003396182,0.001132061,3.90E-05,0.003513292,0,0.392356638,0.007846352,0,0,0,0.000273256,3.90E-05,0,0,0.002615451,0,0,0.011203498,0.000273256,0,0,0,0.000507476,0,0.000897841,0.055275793,0.003864621,0,7.81E-05,0.001639536,3.90E-05,0.000585549,0,0,0.000195183,0,0.000429402,0.000936878,0.00011711,0.001093024,0.000897841,0.036421127,0,0.030604677,0.016122106,0.00011711,0,0,7.81E-05,0.000156146
0,0.000156146,0.00011711,0.006753328,0,0,0,0.001327244,0.003200999,0,0,0,0.005621267,3.90E-05,0.107116368,0.000741695,0.002498341,0,3.90E-05,0.005152828,0.000156146,0.00011711,0,0.002654487,0,3.90E-05,0.000195183,0.006636218,0,0.00011711,0,0.101338955,0.000741695,0.001053988,0.000273256,0.000702658,0.024554007,0,0.000780732,0.000663622,0,3.90E-05,0.001171097,0.003474255,0,0.002264121,0.00569934,0.000156146,0,0,0,0.00011711,0.000351329,0.060662841,0.000195183,0.013467619,0,7.81E-05,3.90E-05,0,0.004059804,0.000702658,0.003864621,0.000429402,3.90E-05,0.008939376,0.000741695,0,0,0,0.000156146,7.81E-05,0,0.00011711,0.006675255,0,0,0.000234219,0.000234219,0.054338916,0.00011711,0.001561463,0.001561463,3.90E-05,0.003513292,0,0.364952961,0.003044853,0,3.90E-05,0.00011711,0.00011711,0,3.90E-05,0,0.002107975,0,0,0.000819768,0.000390366,0,0,0,0.002068939,0,0.000195183,0.020962642,0.003122926,0,0,0.000741695,0.00011711,0.0016005,0,0,0.002537378,0,0.000975914,0.000234219,0,0.000312293,0.002888707,0.011554827,0,0.043408674,0.005035718,3.90E-05,0,0,0.000429402,0.00124917
0,0,0,0.001405317,0,0,0,0.000780732,0.001717609,0,0.000234219,0.00011711,0.008353828,3.90E-05,0.628918296,0.000195183,0.002029902,0,0.000156146,0.002927743,0,0,0,0.000156146,0,3.90E-05,0,0.004801499,0,3.90E-05,0,0.000195183,0.002147012,0,0,0.00011711,0.017761643,0,0.001014951,0.001171097,0,0.000702658,0.00011711,0.00284967,7.81E-05,0,0.002303158,0.000195183,3.90E-05,0,0,3.90E-05,0.000273256,0.068938595,0.000858805,0.001873756,0,0.000156146,0.000312293,0,0.00273256,0.00593356,0.005152828,0.000234219,0,0.0016005,0.000585549,0,3.90E-05,0,0.000819768,0,3.90E-05,0.000195183,0.004411133,0,0,3.90E-05,0.001014951,0.004020767,0,0,0.000273256,7.81E-05,0.000546512,0,0.094156224,0.000624585,0,0,3.90E-05,0,0.000702658,0,0,0.000507476,0,0,0.000273256,0,0,0,0.000312293,3.90E-05,0,0.000390366,0.024475934,0.002068939,0,7.81E-05,0.000663622,0.000273256,3.90E-05,0,0,0.003708475,0.001171097,0.008588047,0.000156146,0,0.000624585,0.005738377,0.01756646,0,0.02201663,0.003513292,0.000195183,0,0,0.000195183,0
0.000195183,7.81E-05,0.005543194,0.001171097,0,0,0,7.81E-05,0.002264121,0,0,0,3.90E-05,0,0.110317367,0.000546512,0.00136628,0,0,0,0.00011711,7.81E-05,0,0.007768279,3.90E-05,0,0,0.003903658,0,0,0,0.01620018,0.000819768,0,0.001444353,0.001093024,0.016122106,0,3.90E-05,0.001639536,0,0,0.001444353,0,0.002225085,0,0.011593863,7.81E-05,7.81E-05,0,0,3.90E-05,0.004996682,0.024280751,0.000819768,0.003864621,0,0.000195183,7.81E-05,0,7.81E-05,0.002537378,0.002459304,0.001288207,0.000390366,0.001717609,0.002693524,3.90E-05,0,3.90E-05,0.000156146,0,3.90E-05,0.000936878,0.000312293,0,0,0,0.00011711,0.026427763,3.90E-05,0.008861303,0.000546512,0,0.007495023,0,0.323730335,0.016824765,0,0,3.90E-05,0.000585549,0,0,0,0.006597182,0,0,0.02189952,0.000936878,0,0,0,0.008119608,3.90E-05,0.000936878,0.015185229,0.006597182,0,0,0.000312293,0,0.001561463,0,0,0,0.000156146,0.01038373,0.025373775,3.90E-05,0.000585549,0.000156146,0,0,0.022094703,0.010852168,0.000234219,0,0,0.00124917,0
0,7.81E-05,0.000156146,0.02634969,0,0,0,7.81E-05,0.00445017,0,0,7.81E-05,0.000273256,0,0.224265136,0.000741695,0.005582231,0,0.000156146,0,0.000234219,0,0,0.004020767,0,0,0,0.000390366,0.000195183,0.000507476,0,0.041105516,0.001053988,0.000429402,0.000585549,0.000195183,0.007377913,0,0.000273256,0.002029902,0,0.000390366,0.002459304,0,0.002068939,0,0.004372097,0.000156146,0,0,3.90E-05,0.000273256,0.000819768,0.022641215,0.012023266,0.00421595,0,7.81E-05,3.90E-05,0,0.000975914,0.000975914,0.004801499,0.000702658,0,0.008314791,0.001014951,0,7.81E-05,0.001717609,0,3.90E-05,3.90E-05,0.000429402,0.002693524,0,0,0.00011711,0.000351329,0.02931647,0.000195183,0.001717609,0.000819768,0,0.00456728,0,0.324940469,0.003786548,0,3.90E-05,0.000429402,0.000234219,0,0.000234219,0,0.002342195,0,0,0.002068939,0.000234219,0,0,0,0.009954327,0.000156146,0.000195183,0.00284967,0.003318109,0,0,0.000780732,0,0.00136628,0.000156146,0,0,0.000156146,0.035913651,0.049693563,3.90E-05,0.00011711,0.000741695,0,0,0.015185229,0.009876254,0.000195183,0,0,0.002381231,0
0.000273256,3.90E-05,0.004762462,0.00284967,0,0,0,7.81E-05,0.001327244,0,0,0.000156146,0.000195183,0,0.050005855,0.000351329,0.012335558,0,0.000390366,0,0.00011711,0.000156146,0,0.006519108,0,0,0,0.010656986,0.000234219,0.000468439,0,0.044892064,0.000936878,0.000351329,7.81E-05,0.008861303,0.016395362,0,0.000663622,0.000468439,0,0,0.001444353,0,0.00136628,0,0.002147012,0.000156146,3.90E-05,0,0,0.001132061,0.003981731,0.015809814,0.002615451,0.00581645,0,0.000546512,0,0,0.005035718,0.004372097,0.001990865,0.001093024,0.000429402,0.01026662,0.000975914,0,3.90E-05,0.006206816,7.81E-05,0,0.000897841,0.000702658,0.007495023,0,0,0.000429402,0.000156146,0.048717648,0,0.008627084,0.002381231,0,0.010461803,0,0.379162275,0.012530741,0,0,3.90E-05,0.000546512,0,0.000390366,0,0.011164461,0,0,0.021040715,0.000780732,0,0,0.00011711,0.014951009,0.000234219,0.000585549,0.007963462,0.015926924,0,0,0.001990865,0,0.003864621,3.90E-05,0,3.90E-05,3.90E-05,0.000507476,0.009720108,0.00011711,0.000351329,0.00136628,0,0,0.004840536,0.017176094,0.000429402,0,0,0.00569934,0
0,0,0.000273256,0.021509154,0,0,0,0.000195183,0.000507476,0,0,0,0.000702658,0,0.077175313,0.000351329,0.000156146,0,0.000312293,0,0,0.000156146,0,0.005269938,0,0,0,0.001210134,0,3.90E-05,0,0.095444431,0.006050669,0.000819768,0.00148339,0.000195183,0.011789046,0,3.90E-05,0.001288207,0,3.90E-05,0.001951829,7.81E-05,0.001990865,0,0.001561463,0.000351329,7.81E-05,0,0,0.000273256,0.001405317,0.01299918,0.008275754,0.003942694,0,0.000156146,3.90E-05,0,0.003161963,0.000975914,0.001132061,0.001132061,0.000312293,0.006245852,0.00136628,3.90E-05,0,0.003044853,7.81E-05,0,0.000273256,0.000390366,0.005660304,0,0,0,3.90E-05,0.045087247,7.81E-05,0.003825585,0.001014951,3.90E-05,0.010578912,0,0.316586642,0.01014951,0,3.90E-05,0,3.90E-05,0,3.90E-05,0,0.002303158,0,0,0.000780732,0.000507476,0,0,0,0.010617949,0.000273256,0.000546512,0.015809814,0.007455986,0,0,0.001093024,7.81E-05,0.002186048,3.90E-05,0,3.90E-05,3.90E-05,0.007026584,0.017098021,0,0.000390366,0.001717609,0,0,0.01744935,0.017137057,0.00011711,0,0,0.002381231,0
7.81E-05,3.90E-05,0.00011711,0.008119608,0,0,0,7.81E-05,0.000936878,0,3.90E-05,0,0.000273256,0,0.075652887,0.001132061,0.001795683,0,7.81E-05,0,3.90E-05,0.000156146,0,0.00296678,3.90E-05,0,3.90E-05,0.003161963,0,0.000702658,0,0.101573174,0.004020767,0.000507476,7.81E-05,0.00011711,0.027130421,0,3.90E-05,0.001561463,0,0,0.002068939,0,0.000351329,0,0.004372097,0.00011711,0,0,0,0.000273256,0.001873756,0.003942694,0.003357146,0.009017449,0,0.000195183,0.00011711,0,0.001444353,0.003903658,0.012569778,0.000390366,0.00011711,0.009290705,0.000312293,3.90E-05,7.81E-05,0.001756646,7.81E-05,0,0.001639536,0.002654487,0.002498341,0,0,0.00011711,0,0.09442948,3.90E-05,0.006948511,0.000390366,3.90E-05,0.005348011,0,0.317094117,0.006089706,0,0,0.000351329,0.000312293,0,0,0,0.00445017,0,0,0.00581645,0.000273256,0,0,0,0.008627084,3.90E-05,7.81E-05,0.008041535,0.009915291,0,0,0.001053988,0,0.001795683,3.90E-05,0,0,0,0.007221767,0.006050669,3.90E-05,0.000195183,0.000546512,0,0,0.013936058,0.007573096,0.000195183,0,0,0.000195183,0
0.000351329,0,0.001951829,0.033063981,0,0,0,0.000195183,0.011671937,0,0.00011711,0.000234219,0.001171097,0,0.141000117,0.000468439,0.002107975,0,0,0,0.00011711,0.000195183,0,0.004996682,0,0,0,0.001014951,0,0.000351329,0,0.043838076,0,0.00456728,0.003122926,0.001327244,0.008509974,0,0.003200999,0.00124917,0,7.81E-05,0.000858805,0,0.001288207,0,0.003864621,0.000390366,3.90E-05,0,0,0,0.004879572,0.002537378,0.019245033,0.011593863,3.90E-05,0.00011711,0.000273256,0,0,0.001444353,0.006362962,0,0.000156146,0.013857985,0.000546512,0,3.90E-05,0,0,0,0.000156146,0.000273256,0,0,0,0.00011711,0,0.043447711,0,0.001639536,0.000390366,3.90E-05,0.007846352,0,0.403521099,0.002810634,0,0,0,0.001132061,0,0.005504157,0,0.031034079,0,0,0.037787407,0.001327244,0,0,0,0.005504157,0.000897841,0.000546512,0.005426084,0.012686888,0,3.90E-05,0.004762462,0.007651169,0.003552329,0,0,0.001210134,0,0,0,3.90E-05,0.000273256,0.000195183,0,0,0.01311629,0.006675255,0.001132061,0,0,0.000819768,0.000546512
0,0.000975914,0.001053988,0.016551509,0,0,0,0,0.009524925,0,0.000312293,0,0.000429402,0,0.079244252,0.000195183,0.00011711,0,0,0,3.90E-05,3.90E-05,0,0.008080571,0,0,0,0.000897841,0,0.000273256,0,0.038802358,0.020611313,0.000195183,0.000390366,0.002225085,0.007455986,0,0.000351329,0.000936878,0,0.000156146,0.000312293,0,0.000468439,0.000234219,0.003669438,0.001951829,0,0,0,0,0.010696022,0.009095523,0.000312293,0.050201038,0,3.90E-05,0,0,0,0.000546512,0.0016005,0,0.000273256,0.028691884,0.000663622,0,3.90E-05,0,0,0,0.000390366,0,0,0,0,0.000156146,0,0.073740094,0.00011711,0.000507476,0.001717609,7.81E-05,0.003005816,0,0.430456338,0.005035718,0,7.81E-05,0.000702658,0.00011711,0,0.002459304,0,0.009837217,0,0,0.068274974,0.000273256,0,0,0,0.017761643,0,7.81E-05,0.002810634,0.013857985,3.90E-05,0,0.0016005,0.00011711,3.90E-05,0,0,0,0.000234219,0.000936878,0.000429402,0,0.000429402,0.000663622,0.002927743,0.002147012,0.001210134,0.003005816,0.000468439,0,0.014287387,0.000585549,0.002537378
0,0.00011711,0.001951829,0.010110474,0,0,0,0,0.004684389,0,3.90E-05,7.81E-05,7.81E-05,0,0.01881563,0.000195183,0.000975914,0,0,0.001053988,0,0.000195183,0,0.017058984,0,0,0,0.001327244,0,0.000780732,0,0.020572276,0.01436546,0.001171097,0.00308389,0.001522427,0.007377913,0,0.001444353,0.002420268,0,3.90E-05,0.000390366,0,0.011008315,0.003903658,0.007377913,0.000195183,0,3.90E-05,0,0,0.004879572,0.01459968,0.00011711,0.015926924,0,0.000429402,3.90E-05,0,0,0.0016005,0.003279072,0,0.000780732,0.010188547,0.001053988,3.90E-05,0,0,0,0,0.00136628,7.81E-05,0,0,0,0.000273256,0.00124917,0.082640434,0,0.002381231,0.00456728,0.000195183,0.012452668,0,0.499980482,0.006206816,0,0,0.000156146,0.000234219,0,0.003005816,0.000156146,0.022211812,0,3.90E-05,0.034859664,0.000390366,0,0,0,0.013662802,0,0.000468439,0.012374595,0.022641215,0,0,0.002029902,0,0,3.90E-05,0,3.90E-05,0.000351329,0.000273256,0.000663622,3.90E-05,0.001014951,7.81E-05,0.001132061,0.000429402,0.003903658,0.00741695,0.000429402,0,0.005230901,0.000156146,0.000156146
0,0.000975914,0,0.005504157,0,0,0,0.00011711,3.90E-05,0,3.90E-05,0,7.81E-05,0,0.009329742,0,3.90E-05,0,0,0.000975914,7.81E-05,3.90E-05,0,0.001990865,0,0,0,0.00124917,0,7.81E-05,0,0.121169536,0.006597182,0,0.000312293,0.005855487,0.00581645,0,3.90E-05,0.001951829,0,3.90E-05,0.000234219,0,0.000585549,0.016434399,0.013897022,7.81E-05,0.00011711,0,0,0,0.000858805,0.010110474,0.000624585,0.06124839,0,3.90E-05,0,0,0,0.00011711,0.00011711,0,7.81E-05,0.01436546,0.001132061,3.90E-05,3.90E-05,0,3.90E-05,0,0,3.90E-05,0,0,0,0,0,0.10641371,0,3.90E-05,0.00124917,0.000195183,0.000585549,0,0.487059375,0.000663622,0,0,0.000741695,0,0,0.000624585,0,0.001561463,0,0,0.007963462,3.90E-05,0,0,0,0.011593863,0,0.001678573,0.000273256,0.001912792,0,0,3.90E-05,3.90E-05,0,3.90E-05,0,0,0.000780732,0.00011711,0.005035718,0,0.000585549,0.000156146,0.066088925,0.00011711,0.000195183,0.001053988,0.000429402,0,0.004176914,0,3.90E-05
0,0.000429402,0.001210134,0.020455166,0,0,0,7.81E-05,0.015575594,0,0,0.000156146,7.81E-05,0,0.007885389,0.000624585,0.001014951,0,0,0.001014951,3.90E-05,0.000156146,0,0.018581411,0,0,0.00011711,0.000273256,0,0.004411133,0,0.024593044,0.017761643,0.000429402,0.001639536,0.002147012,0.021040715,0,0.001522427,0.000858805,0,0,0.000702658,0,0.001912792,0.009407815,0.007534059,0.000234219,3.90E-05,0.00011711,0,0,0.012803997,0.011164461,0,0.010969278,0,0.000663622,0,0,0,0.003279072,0.008197681,3.90E-05,0.000390366,0.023187727,0.000312293,0.000195183,0,0,3.90E-05,0,0.009134559,0.000390366,0,0,0,0.000468439,0.001522427,0.052504196,0,0.004176914,0.002576414,3.90E-05,0.012179412,0,0.38002108,0.009759144,0,0,0.000468439,0.000351329,0,0.000273256,0,0.034000859,0,0,0.035952688,0.000975914,0,0,0,0.02634969,0,0.000312293,0.011125425,0.023773276,3.90E-05,0,0.004840536,7.81E-05,0.006636218,0,0,0,0.000195183,7.81E-05,0.001288207,0.000156146,0.001053988,3.90E-05,0.003864621,0.001444353,0.003279072,0.009485888,0.000234219,0,0.012101339,0.000468439,7.81E-05
0,0.000858805,0.000195183,0.010813132,0,0,0,0,0.014872936,0,3.90E-05,0,0.000585549,0,0.020572276,0.000351329,0.000390366,0,0,0.000195183,0.000195183,0,0,0.007651169,0,0,0,0.00124917,0,0.003825585,0,0.09763048,0.036343053,0.000234219,0.000702658,0.002303158,0.012413632,0,0.000390366,0.001873756,0,3.90E-05,0.001171097,0,0.001873756,0.010188547,0.008392864,0.000390366,3.90E-05,0.000429402,0,0,0.012101339,0.010305656,0.000156146,0.0132334,0,0.00011711,0,0,0,0.001171097,0.001795683,0,7.81E-05,0.025061483,0.001210134,3.90E-05,0,0,0,0,0.003122926,0.000390366,0,0,0,7.81E-05,0.001639536,0.068743413,0,0.001834719,0.003318109,0,0.003279072,0,0.411094195,0.004879572,0,0,0.000390366,7.81E-05,0,0.001210134,0,0.030058165,0,0,0.036421127,0.00011711,0,0,0,0.019010813,0,0.000858805,0.011671937,0.007026584,0,0,0.001990865,0.000195183,3.90E-05,0,0,0,0.000273256,0.000273256,0.002147012,0,0.000312293,0,0.016278253,0.001522427,0.004957645,0.003279072,0.001405317,0,0.018620447,0.000585549,0.000507476
7.81E-05,7.81E-05,0.011047351,0,0,0,0,0,0.001132061,0,0.00011711,0,0.001210134,0,0.007338877,0.00124917,0.007104657,0,0,0,3.90E-05,0.000351329,0,0.014170278,0,0,0,0.005035718,0,0.000936878,0,0.034157005,0.001171097,0.005113792,0.000234219,0.001288207,0.012764961,0,0.00148339,0.003708475,0,0,7.81E-05,0,0.003786548,0,0.005348011,0,0,0,0,0,0.005582231,0.007612133,0.039544053,0.003708475,0,0.000624585,0,0,0,0.015770777,0.006089706,0,0.000351329,0.008978413,0.000234219,0.00011711,0,0,0,3.90E-05,0.013077253,0.000663622,0,0,0,0.000468439,3.90E-05,0.033883749,0,0.007143694,0.00136628,3.90E-05,0.018191045,0,0.336924698,0.01744935,0,0,0.001210134,0.000390366,0,0.002107975,0,0.020572276,0,0,0.066440255,0.000663622,0,0,0,0.001795683,0,0.000780732,0.015497521,0.033922786,0,0,0.001014951,0,0,0,0,0,7.81E-05,3.90E-05,0.000429402,0.000234219,0.002107975,0,7.81E-05,0,0.018191045,0.021157825,0.001210134,0,0,0.007846352,0.000195183
0,7.81E-05,0.000351329,0,0,0,0.000156146,0,0,0,0,0,3.90E-05,0,0.12226256,0.000351329,3.90E-05,0,3.90E-05,0.001093024,0.000156146,3.90E-05,0,0.001873756,0,0,0,0.001093024,0,3.90E-05,0,0.030487567,0,0.00421595,0.000468439,0.00011711,0.008431901,0,3.90E-05,0.003357146,0,0,0.000273256,0,0.002615451,3.90E-05,0.01299918,3.90E-05,0,0,0,7.81E-05,0.003513292,0.001014951,0.005152828,0.01756646,0,0.000312293,0,0,0,0.000936878,3.90E-05,3.90E-05,0.000156146,0.003513292,0.00011711,0,0.000195183,3.90E-05,0,0,0.000273256,7.81E-05,3.90E-05,0,0,0,0,0.039426943,0,0.000507476,0.001288207,0,0.001210134,0,0.367919741,0.001834719,0,0,0.000429402,0,0,0.000234219,0.000234219,0.000312293,0,0,0.015224265,0.000195183,0,0,0,0.021001679,0,0.000312293,0.000468439,0.010227583,0,0,0,0,0.000741695,0,0,0,7.81E-05,0,0.000507476,0,0.000819768,3.90E-05,0.078346411,0,0.006284889,0.002615451,0.000507476,0,0,0.000312293,0.000897841
0,0,0.000507476,0,0,3.90E-05,0.000312293,7.81E-05,0.003591365,0,7.81E-05,0,0.000429402,0,0.143966897,0.000312293,0.000429402,0,3.90E-05,0.012491705,0.000702658,0.00011711,0,0.006519108,0,0,3.90E-05,0.002927743,0,0,0,0.006011633,0.005308975,0.00124917,0.003981731,0.002264121,0.015770777,0,0.002186048,0.002342195,0,3.90E-05,0.001756646,0,0.001756646,0,0.00124917,0.000468439,0,0,0,0,0.001756646,0.00011711,0.002225085,0.002303158,0,0.001522427,0,0,3.90E-05,0.003357146,0.006206816,0,3.90E-05,0.007221767,0.000390366,3.90E-05,0.00011711,0,0,0,0.006167779,0,0.00011711,0,0,3.90E-05,0.00011711,0.020259984,7.81E-05,0.000897841,0.000663622,7.81E-05,0.000936878,0,0.323652262,0.002107975,0,0,7.81E-05,0,0,0.000819768,7.81E-05,3.90E-05,0,0,0.011281571,3.90E-05,3.90E-05,0,0,0.002888707,7.81E-05,0.000429402,0.003708475,0.015926924,0,0,0.000624585,0,0,0,0,0,3.90E-05,0,0.000312293,3.90E-05,0.001327244,0.000390366,0.035093883,3.90E-05,0.031541554,0.006128743,0.001522427,0,0,0.000234219,0.006206816
3.90E-05,7.81E-05,0.0016005,0,0,0,3.90E-05,0.000351329,0.000351329,0,3.90E-05,3.90E-05,0.000429402,3.90E-05,0.074676972,0.000351329,0.000546512,0,7.81E-05,0.027403677,0.000156146,0,0,0.003357146,0,0,0.000273256,0.007807315,0,7.81E-05,3.90E-05,0.068079791,0.000273256,0.000780732,0.001014951,0.000897841,0.013389546,0,0.000780732,0.000858805,0,0,0.000741695,3.90E-05,0.001288207,0,0.00581645,0.000741695,0,0.00011711,0,0,0.000780732,0.001210134,0.146426201,0.026818129,0,0.00011711,0.00011711,0,0,0.00124917,0.000234219,3.90E-05,0.000156146,0.009876254,0.000234219,3.90E-05,0.00011711,3.90E-05,0,0,0.000585549,0,0,0,0,0.000195183,0,0.03044853,0,0.000975914,0.000156146,0,0.001210134,0,0.350977866,0.0016005,0,0,0.000351329,3.90E-05,0,3.90E-05,0.000858805,0.000390366,0,0,0.013936058,0.000234219,0,0,0.00011711,0.008431901,7.81E-05,0.000195183,0.002615451,0.011554827,0,0,0.000858805,7.81E-05,3.90E-05,0,0,0,3.90E-05,0,0.000351329,0.000156146,0.000741695,3.90E-05,0.025217629,0,0.044150369,0.003981731,0.000663622,0,0,0.001288207,0.003200999
0.000390366,0,3.90E-05,0,0,0.000429402,0.000507476,0,3.90E-05,0,7.81E-05,0,0.001912792,0,0.032907835,0.00124917,0.002342195,0,7.81E-05,0.015341375,0.000351329,0.00011711,0,0.00433306,0,0,0,0.021313971,0,0.000195183,0,0.026544873,0.000195183,0.000351329,0.000312293,3.90E-05,0.006909474,0,0.000429402,0.003122926,0,7.81E-05,0.001444353,0,7.81E-05,0,0.003161963,0.000663622,0,3.90E-05,0,0,0.00011711,0.000234219,0.034039895,0.010539876,0,0.000702658,0,0,0,0.001951829,0.023460983,0,0.00011711,0.011320607,7.81E-05,0,3.90E-05,0,0,0.000156146,0,0.000897841,0,0,0,7.81E-05,0,0.033883749,7.81E-05,0.002537378,0.001327244,0.000273256,0.003591365,0,0.395206308,0.002029902,0,0,0,0,0,0.000156146,0.000195183,0.003708475,0,0,0.014053168,0.000351329,0,0,0,0.01881563,0,0,0.002771597,0.009993364,0,0,0.00011711,3.90E-05,0.000273256,0,0,3.90E-05,0.000858805,0,7.81E-05,3.90E-05,0.001327244,0.000858805,0.088808213,0,0.103993442,0.006089706,0.001678573,0,0,0.000936878,0.000156146
7.81E-05,0,7.81E-05,0,0,0,0,0,0,0,0.001014951,0,0.000546512,0,0.076004216,0.000624585,0.000273256,0,3.90E-05,7.81E-05,0.00011711,0,0,0.009876254,0,0,0,0.0016005,0,0.000897841,0,0.049303197,0.000156146,0.003357146,0.001053988,7.81E-05,0.01038373,0,0.000819768,0.003200999,0,3.90E-05,7.81E-05,0,0.001834719,0,0.005191865,0.001053988,0,7.81E-05,0,0.00011711,0.000702658,0,0.0930632,0.006792364,0,0.000156146,0,0,7.81E-05,0.002459304,0.010110474,0,0,0.022524105,0.000312293,0,0,7.81E-05,0,0.000741695,0.002537378,0.000195183,0.000195183,0,0,0.000195183,0,0.077956045,0.000507476,0.000195183,3.90E-05,0.00011711,0.00124917,0,0.484365851,0.000507476,0,0,0.000351329,0.000195183,0,0.002225085,0.000312293,0.000468439,0,0,0.007026584,0,0,0,3.90E-05,0.026583909,0.00011711,0.000195183,0.003630402,0.003552329,0,0,0.000624585,0.00011711,0.011086388,0,0,0,0.000195183,0,0,0,0.000585549,7.81E-05,0.004879572,0,0.022797361,0.004294024,0.000897841,0,0,0.001639536,0.002654487
0.000156146,0,0,0,3.90E-05,3.90E-05,0,0,0.002107975,0,0,0,0.00136628,0,0.200296678,0.000156146,0.005348011,0,0.000195183,0,0.000390366,7.81E-05,0,0.00284967,0,0,0,0.009993364,0,0.00011711,0,0.003942694,0,0.000897841,0.000351329,0.000780732,0.011320607,0,0.000390366,0.009173596,0,0.000156146,0.000546512,0,0.000741695,0,0.009134559,0.001561463,0,0,0,0,0.002888707,0.000195183,0.002693524,0.020689386,0,0.000390366,0,0,0,0.001327244,0.005113792,0,0,0.011359644,0.000234219,0,0.00011711,0.000156146,0,0,0.001093024,0,0.00011711,0,0,0,0,0.035952688,7.81E-05,0.000273256,0.000429402,0.000234219,0.000819768,0,0.417457157,0.001132061,0,3.90E-05,0.000390366,0,0,0.012101339,0.000156146,0.00124917,0,0,0.001639536,0.001522427,0,0,0,0.029941055,3.90E-05,0.000195183,0.002576414,0.003240036,0,0,0.000312293,3.90E-05,7.81E-05,0,0,3.90E-05,0.000234219,0,0.000468439,0,0.001951829,0.000351329,0.056095562,0,0.003044853,0.003942694,0.002342195,0,0,0.000585549,0.00124917
