g__Ochrobactrum,g__Moheibacter,g__Delftia,g__Ruminiclostridium_5,g__Staphylococcus,g__Petrimonas,g__Coriobacteriaceae_UCG-002,g__Erysipelatoclostridium,g__Lachnospiraceae_UCG-001,g__Ruminococcaceae_UCG-013,g__Anaerotruncus,g__Butyricimonas,g__Ruminococcaceae_UCG-014,g__Georgenia,g__Bilophila,g__Erysipelothrix,g__Lachnospiraceae_FCS020_group,g__Candidatus_Saccharimonas,g__Clostridium_sensu_stricto_1,g__Sporobacter,g__Blautia,g__Proteiniclasticum,g__Faecalibaculum,g__Glutamicibacter,g__Thermobifida,g__Macellibacteroides,g__Gemella,g__Butyricicoccus,g__Eisenbergiella,g__Sphingobacterium,g__Eubacterium_ventriosum_group,g__Peptococcus,g__Eubacterium_oxidoreducens_group,g__Intestinibacter,g__Aminivibrio,g__Enterococcus,g__Defluviitaleaceae_UCG-011,g__Alcaligenes,g__Lachnospiraceae_UCG-006,g__Prevotellaceae_UCG-001,g__Marvinbryantia,g__Clostridium_innocuum_group,g__Candidatus_Soleaferrea,g__Bradyrhizobium,g__wallaby_gut_metagenome,g__Tyzzerella,g__Proteus,g__Eubacterium_xylanophilum_group,g__Ruminiclostridium_9,g__Brumimicrobium,g__Achromobacter,g__Muribacter,g__Lactobacillus,g__Ruminiclostridium_6,g__Ruminiclostridium,g__Gordonibacter,g__Facklamia,g__Lachnospiraceae_UCG-010,g__Lachnospira,g__Ruminococcaceae_UCG-010,g__Candidatus_Protochlamydia,g__Saccharomonospora,g__Lactococcus,g__Leuconostoc,g__Hahella,g__Corynebacterium,g__Chryseobacterium,g__Corynebacterium_1,g__Morganella,g__Faecalibacterium,g__Bifidobacterium,g__Atopostipes,g__Alloprevotella,g__Mucispirillum,g__Sporosarcina,g__Papillibacter,g__Anaerofustis,g__Ruminococcaceae_UCG-009,g__Turicibacter,g__Paeniclostridium,g__Alcanivorax,g__Ruminococcaceae_UCG-004,g__Triticum_aestivum_bread_wheat,g__Rothia,g__mouse_gut_metagenome,g__Hydrogenoanaerobacterium,g__Paenalcaligenes,g__Eubacterium_fissicatena_group,g__Anaerovorax,g__Ruminococcus_torques_group,g__Eubacterium_brachy_group,g__Trichococcus,g__Alistipes,g__Mycoplasma,g__Idiomarina,g__Caproiciproducens,g__Stenotrophomonas,g__Enterorhabdus,g__Flavobacterium,g__Gracilibacillus,g__Allobaculum,g__Aerococcus,g__Jeotgalicoccus,g__Ruminiclostridium_1,g__Sutterella,g__Coprococcus_1,g__Prevotellaceae_NK3B31_group,g__Eubacterium_nodatum_group,g__Ureaplasma,g__Bacteroides,g__Pusillimonas,g__Parabacteroides,g__Acetatifactor,g__unidentified,g__Oceanobacillus,g__Eubacterium_coprostanoligenes_group,g__Brachyspira,g__Rikenellaceae_RC9_gut_group,g__Pseudogracilibacillus,g__Ruminococcaceae_UCG-007,g__Escherichia-Shigella,g__Candidatus_Arthromitus,g__Enteractinococcus,g__Coprococcus_2,g__Helicobacter,g__uncultured,g__Quinella,g__Candidatus_Stoquefichus,g__Leucobacter,g__Weissella,g__Caldicoprobacter,g__Bacillus,g__Odoribacter,g__Empedobacter,g__Pasteurella,g__Streptococcus,g__Romboutsia,g__Citrobacter,g__Rikenella,g__Desulfovibrio,g__Paludibacter,g__Ammoniibacillus,g__Parvibacter,g__Raoultella,g__Senegalimassilia,g__Carnobacterium,g__Psychrobacter,g__Persicitalea,g__Adlercreutzia,g__Veillonella,g__Oscillibacter,g__Subdoligranulum,g__Anaeroplasma,g__Comamonas,g__Ruminococcaceae_NK4A214_group,g__Roseburia,g__Acinetobacter,g__Collinsella,g__Ruminococcus_1,g__Lachnospiraceae_NK4A136_group,g__Tyzzerella_3,g__Rhizobium,g__Anaerostipes,g__Longilinea,g__Vagococcus,g__Actinomadura,g__Intestinimonas,g__Acetivibrio_ethanolgignens_group,g__Parasutterella,g__Desulfitibacter,g__Family_XIII_UCG-001,g__Enhydrobacter,g__Akkermansia,g__Eubacterium_ruminantium_group,g__Lachnoclostridium,g__Haloplasma,g__Lachnospiraceae_UCG-008,g__Sinibacillus,g__Christensenellaceae_R-7_group,g__Halomonas,g__Ruminococcus_2,g__Family_XIII_AD3011_group,g__Ruminococcaceae_UCG-005,g__Pseudomonas
0,0,0,0.00735719,0,0,0.000731867,0.00227264,0.002850429,0.000924464,0.002965987,0,0.030314703,0,7.70E-05,0,0.000731867,0.001502253,3.85E-05,0,7.70E-05,0,0.001232618,0,0,0,0,0.001771889,3.85E-05,0,0,0.000231116,0,0,0,0.001733369,0,0,0.004429722,0,0,0,0,0,0,0.001309657,0.000115558,0.003466739,0.016447749,0,0,0,0.147798621,7.70E-05,0.002542275,0.00169485,0,0,0,0.000462232,0,0,0.000924464,0,0,7.70E-05,0,0,0.000308155,0,0.000500751,0,0.025884981,0.002465236,0,0.000115558,0.000115558,0.000115558,0,0,0,0.000154077,0,0,0.001425215,0,0,0.000847425,3.85E-05,0.001001502,0.001271137,0,0.002195601,0,0,0.001810408,0.000115558,0.001771889,0,0,0.001348176,0,3.85E-05,0.000115558,0,0.002311159,0.00057779,0.000154077,0,0.009937984,0,0.000924464,3.85E-05,0.393628905,0,3.85E-05,0,0.000154077,0,0,0,0.000308155,0,0.000269635,0.009937984,0.036824467,0,0,0,0,0,0.000115558,0.00053927,0,0,0,0,0.001232618,0,0.003851932,0,0,0.000115558,0.00057779,0,0,0,0,0,0,0.00789646,0.000269635,0.000500751,0,0.000308155,0.055775972,0,0,0.000269635,0.062401294,0.000308155,0,0,0,0,0,0.004468241,0,0.002195601,0,0.000115558,0,0.036785948,0,0.090635954,0,0,0,0.000423712,0,0,7.70E-05,0.000192597,0
0,0,0,0.00169485,0.000308155,0,3.85E-05,0.006124571,0.002041524,0.001040022,0.002195601,0.000192597,0.043064597,0,0,0,0.000115558,0.000423712,0,0,0.000500751,0,0.000308155,0,0,0,7.70E-05,0.000693348,0.000192597,0,0,0.000308155,0,0,0,0.005238627,0,0,0.002426717,0.000115558,0.000231116,0,0,0,0,0.000385193,0.003043026,0.003543777,0.004930473,0,0,0,0.108624475,3.85E-05,0.001540773,0.000731867,0,3.85E-05,0,0.000847425,0,0,0.003081545,0.000115558,0,0,0,0,0.0033897,0,0.00111706,0,0.099418358,0.000192597,0,0,0,0.000192597,0,0,0,3.85E-05,0.000115558,0,0.001271137,0,0,0.004699357,0,0.001848927,0.000308155,0,0.008589808,0,0,0.000308155,3.85E-05,0.000654828,0,0,0.001964485,0,0,0.000115558,0,0.000924464,0.006509765,3.85E-05,0,0.055660414,0,0.013404722,7.70E-05,0.365163129,0,0.000770386,0,0.000385193,0,3.85E-05,0,0.001194099,0,0.000231116,0.000770386,0.063287239,0,3.85E-05,0,0,0,0,0.002003005,0,0,0.000269635,0,0.006047533,0.000770386,0.002580794,0,0,7.70E-05,0.003851932,0,0,0,0,0,0,0.002773391,0.000616309,0.001348176,0,0.000847425,0.021570818,3.85E-05,0,0.002734872,0.079388313,0,0,0,0,0,0,0.003774893,0,0.006278649,0,3.85E-05,0,0.011671353,0,0.024421247,0,0,0,0.001309657,0,0,7.70E-05,0.000385193,0.000115558
0,0,3.85E-05,0.001964485,0.000192597,0,0.000308155,0.004968992,0.000462232,0.001040022,0.000154077,0,0.022996033,0,0,0,0.000269635,3.85E-05,0.000308155,0,0.000154077,0,7.70E-05,0,0,0,0,0.000616309,0,0,0,3.85E-05,0,0,0,0.008320173,0,0,0.002157082,0.000770386,7.70E-05,0,0,0,0,0.000269635,0.003736374,0.006355687,0.002311159,0,0,0,0.630176033,3.85E-05,0,0.000500751,0,0,0,3.85E-05,0,0,0.00620161,3.85E-05,0,3.85E-05,0,0,0.002465236,0,0.008435731,0.000192597,0.000385193,0,0,0,0,0,0,0,0,0,3.85E-05,0,0.000154077,0,0,0.003043026,0,0.000924464,0.00057779,0,0.001194099,0,0,0,0.000115558,0.001425215,0,0,0,0,0.000346674,0.000616309,0,0.006278649,0.001463734,0.000192597,0,0.003505258,0,0.001579292,0.000192597,0.093062671,0,0.002118562,0,0.000154077,0,3.85E-05,0.000308155,3.85E-05,0.000269635,0.000924464,0.000308155,0.06883402,0,0,0,0,0,0.000654828,3.85E-05,0,0,0.000192597,0,0.004160086,0,0.002349678,0,0,3.85E-05,0.002696352,0,3.85E-05,7.70E-05,0,0.001232618,0,0.00053927,0.000115558,3.85E-05,0,0.000385193,0.026000539,0,0,0.001656331,0.027117599,0.000115558,0,0.000847425,0,0,0,0.00053927,0,0.001810408,0,0.000192597,0,0.017179616,0,0.017410731,0,0,0,0.000654828,0,0,3.85E-05,0,3.85E-05
0,0,0,0.003620816,0,0,0.001001502,0.00396749,0.006355687,3.85E-05,0.008782404,3.85E-05,0.022302685,0,0.000346674,0,0.00115558,0.001309657,0,0,0.001425215,0,0.026077578,0,0,0,0,0.000192597,0,0,0,0,0,0,0,7.70E-05,0,0,0.001463734,0.000924464,0,0,7.70E-05,0,0,0.005354185,0,0.002041524,0.012056546,0,0,0,0.108701514,0.000115558,0.008782404,0.002657833,0,0,0,0.001271137,0,0,0.000154077,0,0,0,0,0,0,0,0.010477254,0,0.015638843,0.004968992,0,0,3.85E-05,0.000462232,0,0,0,0,3.85E-05,0,0.000770386,0,0,0,3.85E-05,0,0.000616309,0,0.001848927,0,0,0.001386695,0,0.001540773,0,0,0,0,0,0.000192597,0,0.002311159,0.00115558,0.000192597,0.000154077,0.026424252,0,0.004275644,0.000847425,0.326913447,0,0.000808906,0,0.00111706,0,0,0.000231116,0,3.85E-05,0.000154077,0.021609337,0.024344209,0,3.85E-05,0,0,0,0,0.008397211,3.85E-05,0,7.70E-05,0,0.000308155,0,0.006894958,0,0,3.85E-05,0.000115558,0,0,0,0,0.000115558,0,0.017179616,0.001271137,0.001502253,7.70E-05,0.000346674,0.015638843,3.85E-05,0,0.002195601,0.239166442,0.001733369,0,0,0,0,0,0.007973499,0,0.010554293,0,0.000269635,0,0,0,0.015715882,0,0,0,7.70E-05,0,0,7.70E-05,0.001232618,3.85E-05
0,0,0,0.003043026,0,0,0.000269635,0.000500751,0.002195601,0.000192597,0.004044528,3.85E-05,0.015138092,0,0,0,0.00057779,0.001271137,3.85E-05,0,0.000269635,0,0.049612881,3.85E-05,0,0,0,0.000385193,3.85E-05,0,0,0.000115558,0,0,0,0.000308155,0,0,0.005046031,0.012172104,0.000616309,0,0,0,0,0.000924464,0,0.005585301,0.00959131,0,0,0,0.223219445,3.85E-05,0.001887447,0.000962983,0,3.85E-05,0,0.001348176,0,0,0.000770386,0,0,0,0,0,0,0,0.0360926,7.70E-05,0.039674897,0.000115558,0.000423712,3.85E-05,3.85E-05,0.000192597,0,0,0,3.85E-05,0.000231116,0,0.001001502,0,0.000192597,0,0,0,0.000231116,0,0.008166095,0,0,0.000808906,0.000154077,0.001271137,0,0,0,0,0,0,0,0.000693348,0.025884981,0.000115558,3.85E-05,0.029544316,0,0.004737876,0.000269635,0.327837911,0,0.000885944,0,0.00281191,0,0,0,0,3.85E-05,0.000269635,0.002657833,0.022379723,0,0.000269635,0,0,0,0.000385193,0.010323177,0,0,0.000154077,0,0.002580794,0.000308155,0.003659335,0,0,0,0.000885944,7.70E-05,0,3.85E-05,0,0.000231116,0,0.003774893,0.001078541,0.001425215,0.00169485,0.000808906,0.00281191,0.000115558,0,0.004737876,0.098031663,0.001810408,0,0,0,0,3.85E-05,0.004776395,0,0.004275644,0,3.85E-05,0,0,0,0.007703863,0,0,0,0.000115558,0,0,0.000154077,0.000231116,0.000269635
3.85E-05,0,3.85E-05,0.006740881,0,0,0.001078541,0.011055044,0.01070837,0.000924464,0.00620161,7.70E-05,0.005546782,0,0.000385193,0,0.000693348,0.000847425,0,0,0.008589808,0,0.009976503,0,0,0,0,0.001540773,0,0,0,0.000308155,0,0,0,0.000462232,0,0,0.012826933,0.002773391,0.000654828,0,0,0,0,0.003428219,3.85E-05,0.001733369,0.016678864,0,0,0,0.047070606,0.001040022,0.008897962,0.000885944,0,3.85E-05,0,0.001078541,0,0,0.001232618,0,0,0,0,0,3.85E-05,0,0.000731867,7.70E-05,0.045337237,0.004814915,0.000385193,0.000154077,0,0.000269635,0,0,0,0.000154077,0,0,0.002580794,0,0.000192597,0,0,0,0.000462232,0,0.010284658,0,0,0.000192597,0.000192597,0.000654828,0,0,0,0,7.70E-05,0,0,0.004198606,0.002927468,0.00053927,0.000269635,0.048495821,0,0.004776395,0.000616309,0.383536844,0,0.00115558,0,0.005238627,0,0,0,0,0.000154077,7.70E-05,0.022841955,0.015292169,0,0.000231116,0,0,0,0,0.016255152,7.70E-05,0,7.70E-05,0,0.008281653,0.000269635,0.016486268,0,0,0,0.005200108,7.70E-05,0,0.000154077,0,3.85E-05,0,0.013096568,0.001309657,0.003736374,0.006702361,0.000616309,0.008127576,0.000308155,0,0.001040022,0.166711606,0.001425215,0,0,0,0,0,0.009706868,0,0.002503756,0,0.000462232,0,0,0,0.014984014,0,0,0,0.000154077,0,0,0.000192597,0.000654828,0.000808906
0,0,0,0.004237125,7.70E-05,0,0.000500751,0.00115558,0.002118562,3.85E-05,0.005161589,0,0.017641847,0,0.000346674,0,0.000847425,0.001964485,0,0,0.000192597,0,0.016755903,0,0,0,7.70E-05,0.000847425,0,0,0,0,0,0,0,0.000808906,0,0,0.000154077,0.008204615,7.70E-05,0,0,0,3.85E-05,0.001232618,3.85E-05,0.00115558,0.017179616,0,0,0,0.079388313,0.000231116,0.004198606,0.000924464,0,7.70E-05,0,0.000885944,0,0,0.001617811,0,0,0,0,0,0.000115558,0,0.00731867,7.70E-05,0.095065675,0.000154077,3.85E-05,0,3.85E-05,7.70E-05,0,0,0,0,7.70E-05,0,0.000924464,0,0,0,3.85E-05,0,0.000308155,0,0.006971996,0,0,0.001271137,0.000269635,0.00111706,0,0,0,0,0,0.000154077,0,0.001001502,0.023073071,3.85E-05,0,0.043295713,0,0.004545279,0.000269635,0.315357652,0,0.005508262,0,0.002465236,0,0,7.70E-05,0,7.70E-05,3.85E-05,0.000616309,0.013943993,0,0,0,0,0,7.70E-05,0.011748392,0,0,0.000462232,0,0.005431224,0.000770386,0.007241632,0,0,7.70E-05,0.002773391,3.85E-05,0,0,0,3.85E-05,0,0.010092061,0.001540773,0.001964485,0.003158584,0.000308155,0.016640345,0.000269635,0,0.000654828,0.216440045,0.001579292,0,0,0,0,0,0.011170602,0,0.001771889,0,7.70E-05,0,0,0,0.012172104,0,0,0,7.70E-05,0,0,0,0.000616309,0.000308155
0,0,0,0.004352683,0,0,3.85E-05,0.003312661,0.004622318,7.70E-05,0.003543777,3.85E-05,0.014329186,0,0.000115558,0,0.000654828,0.002388198,0,0,3.85E-05,0,0.006548284,0,0,0,3.85E-05,0.00111706,3.85E-05,0,0,0.000115558,0,0,0,0.000500751,0,0,0.002041524,0.003197103,0.000500751,0,0,0,0,0.001964485,0,0.01244174,0.007087554,0,0,0,0.076422326,0.001964485,0.006047533,0.000731867,0,7.70E-05,0,0.001810408,0,0,0.000462232,0,0,0,0,0,3.85E-05,3.85E-05,0.007626825,0,0.101190247,0.000154077,0,3.85E-05,0.000115558,0.00057779,0,0,0,0.000192597,3.85E-05,0,0.000500751,0,0,0,7.70E-05,0,0.000346674,0,0.009321675,0,0,0.000115558,7.70E-05,0.001271137,0,0,0,0,0,3.85E-05,0,0.003736374,0.008166095,0.000231116,0,0.094064173,0,0.008897962,0.002927468,0.322021494,0,0.004198606,0,0.000231116,0,0,3.85E-05,0,0,0,0.005816417,0.004044528,0,0,0,0,0,0,0.008975001,3.85E-05,0,0,0,0.002927468,0.000462232,0.0101691,0,0,0,0.001617811,0.000115558,0,0,0,0,0,0.006586803,0.000500751,0.001925966,0.001733369,0.000924464,0.008435731,0.000115558,0,0.001271137,0.184854204,0.000308155,0,0,0,0,0,0.00566234,0,0.004429722,0,0.000115558,0,0,0,0.025461269,0,0,0,0.000231116,0,0,0,0.000154077,0.000231116
0,0,0,0.003851932,0.007434228,0,0.00053927,0.001194099,0.031855476,0.002965987,0.005777898,0,0.012903971,0,0.000154077,0,0.001925966,0.000962983,0.000154077,0,0.001540773,0,0,0,0,0,0,0.004699357,0,0,0,0.000192597,0,0,0,0.001271137,0,0,0.002041524,0.01748777,0.000423712,0,3.85E-05,0,0,0.005161589,0.001617811,0.006933477,0.005854936,0,0,0,0.1433689,0.000154077,0.001617811,0.000462232,0,0,0,0.000847425,0,0,0.000231116,0,0,3.85E-05,0,0,0,0,0,0,0.043488309,0.001733369,0,3.85E-05,0,0.001078541,0,0,0,7.70E-05,0,0,0.000462232,0,0,0,0,0,0.000346674,0,0.013866954,0,0,0.00115558,0,0.001194099,0,0,0,0.000192597,0,0,0,0.001348176,0.033550325,0.001232618,0.000423712,0.04233273,0,0.011594315,0.000308155,0.407765494,0,0,0,0.000770386,0,0,0.000231116,0.00057779,0,0,0.036901506,3.85E-05,0.002118562,0.004583799,0,0,0,7.70E-05,0.00562382,0,3.85E-05,0.000423712,0,0,0.005123069,0.012595817,0,0,3.85E-05,0,0,0,0.000308155,0,3.85E-05,0,0.003120065,0,0.003851932,0,0.00053927,0.005200108,0.000885944,0,0.011363199,0.056045607,0.001232618,0,0,0,3.85E-05,0,0.007857941,0,0.004044528,0,0.000192597,0,0,0,0.008743885,0,0,0,0.000192597,0,0,7.70E-05,0.001232618,0
0,0,0,0.000192597,0.000192597,0,0,0.001078541,0.009283156,0.000231116,0.007549786,0.000616309,0.000924464,0,0.000154077,0,0.000462232,3.85E-05,0.000231116,0,0.00227264,0,0.00053927,0,0,0,0.000154077,0.00223412,0,0,0,0.000308155,0,0,0,0.000500751,0,0,0.000115558,0.000154077,0.000192597,0,0,0,0,0.01240322,0,0.00169485,0.003274142,0,0,0,0.079889064,0.000308155,0.000462232,0.000885944,0,3.85E-05,0,0.000308155,0,0,0.000847425,0,0,0,0,0,0,0,0.001271137,0,0.037941528,0.000847425,0,7.70E-05,3.85E-05,7.70E-05,0.001887447,0,0,0,0,0,0.001232618,3.85E-05,0,0,0.000115558,0,0.000385193,0,0.02992951,0,0,0.000423712,0,0.001502253,0,3.85E-05,0.000385193,0,0,0,0,0.000500751,0.014868457,0.000654828,0,0.075382304,0,0.049843997,3.85E-05,0.430453372,0,0.021686376,0,0.00053927,0,0,0,0.002388198,0,0,0.068679943,0.007626825,0,0.002195601,0,0,0.000192597,7.70E-05,0.017449251,0,0,0.002003005,0.014136589,0,0.000269635,0.014637341,0,0,0,0,0,0,0,0,0.000269635,0,0.005469743,0,0.000154077,0,7.70E-05,0.003197103,0,0,0.008435731,0.036824467,0.000385193,0,0,0,0,0,0.002542275,0,0.003120065,0,7.70E-05,0,0.003274142,0,0.008435731,0,0,0,7.70E-05,0,0,0,0.000308155,0
0,0,0,0.002657833,0,0,0.000308155,0.000847425,0.022379723,0.001348176,0.015869959,0.000231116,0.004237125,0,0.000962983,0,0.000693348,0.000770386,0,0,0.001964485,3.85E-05,0.000269635,0,0,0,0,0.002157082,0,0,0,0.00057779,0,0,0,0,0,0,0.000500751,3.85E-05,0.000462232,0,3.85E-05,0,0,0.005315666,0,0.003505258,0.006894958,0,0,0,0.018797427,0.001271137,0.002157082,0.001194099,0,7.70E-05,0,0.000346674,0,0,0.000154077,0,0,0,0,0,0,0,0.000231116,0,0.01976041,0.001887447,0,0,3.85E-05,0.000423712,0.00057779,0,0,0.000154077,0,0,0.004968992,0,0,0.001502253,3.85E-05,0,0.001040022,0,0.010631332,0,0,0.0033897,0,0.002619314,0,0,0.003428219,3.85E-05,0,0,0.000346674,0.001078541,0.009437233,0.000385193,0,0.079157197,0,0.014637341,3.85E-05,0.507838681,0,0.014021032,0,7.70E-05,0,0,3.85E-05,0.000154077,0,0.001040022,0.036747429,0.015831439,0,0.003312661,0,0,0,7.70E-05,0.01240322,0,0,0.000231116,0.005354185,0,0.001309657,0.022996033,0,0,0.000154077,0,7.70E-05,0,0,0,0.000115558,0,0.005970494,0,0,0,0.000308155,0.013250645,0,0,0.004660837,0.061977582,0.010631332,0,0,0,0,0,0.01240322,0,0.006394207,0,0.000654828,0,0.00111706,0,0.008551288,0,0,0,3.85E-05,0,0,0,0.000385193,0
0,0,0,3.85E-05,3.85E-05,0,0.001386695,0.001309657,0.001925966,0,0.002657833,0.00115558,0.000269635,0,3.85E-05,0,0,0,7.70E-05,0,0.006009014,0,0.005508262,0,0,0,0,0.000115558,0,0,0,0,0,0,0,0.000115558,0,0,7.70E-05,0.000693348,3.85E-05,0,3.85E-05,0,0,0.000770386,0,0.000115558,0.00115558,0,0,0,0.010207619,3.85E-05,3.85E-05,0.001309657,0,0,0,0.000115558,0,0,0.000231116,0,0,0,0,0,0,0,0.000231116,0,0.117984669,7.70E-05,0,0,3.85E-05,0,0.000154077,0,0,3.85E-05,0,0,0.001540773,0,0,0.000885944,0,3.85E-05,0.000346674,0,0.015099572,0,0,0.000308155,0,0.001887447,0,0,0.016794422,0,0,0,0,7.70E-05,0.005200108,0.000616309,0,0.104656985,0,0.06151535,0,0.48757752,0,0.006240129,0,0,0,0,0,3.85E-05,0,0,0.006471245,0.009899465,0,0.000654828,0,0,0,0,0.012480259,0,0,3.85E-05,0.004583799,0,3.85E-05,0.002003005,0,0,0.000115558,0,0,0,0,0,0.00053927,0,0.000693348,0,0,0,0,0.000808906,0,0,3.85E-05,0.015138092,0.00057779,0,0,0,0,0,0.000346674,0,0.013019529,0,0,0,0.06941181,0,0.006009014,0,0,0,7.70E-05,0,0,0.000154077,7.70E-05,0
0,0,0,0.003351181,3.85E-05,0,0.000154077,0.000192597,0.032934016,0.001232618,0.018874466,0.000346674,0.003774893,0,0.000616309,0,0.001887447,0.000269635,3.85E-05,0,0.001887447,0,0.00111706,0,0,0,0,0.005546782,3.85E-05,0,0,0.000808906,0,0,0,0,0,0,0.00115558,7.70E-05,0.004083048,0,0,0,0,0.012557297,0,0.009398713,0.008628327,0,0,0,0.008782404,0.010246138,0.004429722,0.000269635,0,0.000115558,0,0.000462232,0,0,0,0,0,0,3.85E-05,7.70E-05,0,0,0.000154077,0,0.024690882,0.001194099,0,0.000154077,0,0.00053927,0.001040022,0,0,0.000269635,0,0,0.002311159,3.85E-05,0,0.001271137,7.70E-05,0,0.000924464,0,0.022110088,0,0,0.001425215,0,0.000731867,0,0,0.008012018,0,0,0,0,0.002426717,0.020068564,7.70E-05,0,0.053657409,0,0.010900967,0.000308155,0.380070105,0,0.018219637,0,0.000462232,0,0,0,0.000115558,0,0.00111706,0.037094103,0.010592812,0,0.000308155,0,0,7.70E-05,0,0.026655368,0,0,0.000192597,0.013366203,0,0.000385193,0.024613844,0,0,3.85E-05,0,0,0,0.000115558,0,0.000231116,0,0.010438735,0,0.006086052,0,0.000616309,0.010361696,0,0,0.016563306,0.106390355,0.002388198,0,0,0,0,0,0.012056546,0,0.007472748,0,0.00057779,0,0.003543777,0,0.02257232,0,0,0,3.85E-05,0,0,3.85E-05,0.001386695,0
0,0,0,0.001348176,0.000154077,0,0.000924464,0.000885944,0.029775432,0.000385193,0.007703863,0.000693348,0.005200108,0,0.000231116,0,0.000462232,0.002041524,0.000192597,0,0.002619314,0,0.001771889,0,0,0,0,0.002080043,0,0,0,0.000192597,0,0,0,0.000423712,0,0,0.000269635,3.85E-05,0.002927468,0,7.70E-05,0,0,0.013366203,0,0.001579292,0.003197103,0,0,0,0.020068564,0.00223412,0.002349678,0.000847425,0,7.70E-05,0,0.000924464,0,0,0,0,0,0,3.85E-05,0,0,0,0.000346674,0,0.099803551,0.000731867,0,3.85E-05,0,0.000154077,0.001733369,0,0,0,0,0,0.00392897,0,0,0.000231116,7.70E-05,0,0.000231116,0,0.026732406,0.000346674,0,0.000731867,0,0.002041524,0,0,0.011671353,0,0,0,0,0.00115558,0.011440237,0.001733369,0,0.066484342,0,0.011632834,0.000462232,0.410307769,0,0.034166635,0,0.00053927,0,0,0,0.000616309,0,0.002041524,0.037710412,0.009437233,0,0.001425215,3.85E-05,0,0,3.85E-05,0.017795925,0,0,0.000385193,0.018181118,0,0.000115558,0.006856439,0,0,3.85E-05,0,0,0,0,0,7.70E-05,0,0.004968992,0,3.85E-05,0,0.000192597,0.011555795,0,0,0.014945495,0.035206656,0.001887447,0,0,0,0,0,0.00392897,0,0.00901352,0,3.85E-05,0,0.016678864,0,0.014752899,0,0,0,0,0,0,0.000192597,3.85E-05,0
0,0,0,0.002850429,3.85E-05,3.85E-05,0.001040022,0.004622318,0.02087747,0.00111706,0.013905474,3.85E-05,0.017795925,0,0.000462232,0,0.000847425,0.001001502,3.85E-05,0,0.001309657,0,0.000500751,0,0,0,0,0.001348176,0,3.85E-05,0,0.000616309,0,0,0,0.001078541,0,0,0.007280151,0.040137129,0.00057779,0,3.85E-05,0,0,0.007280151,0,0.005123069,0.022379723,0,0,0,0.00731867,0.014252147,0.008050537,0.000500751,0,0,0,0.000115558,0,0,3.85E-05,0,0,0,0,0,0,0,3.85E-05,0,0.032972536,0.01186395,0,0.000192597,0,0.000154077,0,0,0,0.000423712,0,0,0.001579292,3.85E-05,0,0,0.000192597,0,0.002349678,0,0.009360194,0,0,7.70E-05,0,0.003158584,0,0,0,0,0,0,0,0.014984014,0,0.001348176,0.000154077,0.032895497,0,0.004198606,0.000693348,0.341781904,0,0.001348176,0,0.008782404,0,0,0,0.000231116,0,3.85E-05,0.063556874,0.007819421,0,0.001925966,0,0,0,0,0.00169485,0,0,3.85E-05,0,0,0.004391202,0.032664381,0,0,0,0,0,0,0,0,0.000115558,0,0.018450753,0,0,0,0.000731867,0.01806556,0,0,0.000962983,0.157274373,0.0033897,0,0,3.85E-05,0,0,0.017950002,0,0.004737876,0,0.000885944,0,0,0,0.012942491,0,0,0,0,0,0,7.70E-05,0.000770386,0
0,0,0,0.001001502,0,0,0.000269635,0.001425215,0.000115558,7.70E-05,0.001309657,3.85E-05,0.005739378,0,0.000154077,0,0.000308155,0.00057779,0,0,0.000154077,0,0.000462232,0,0,0,0,3.85E-05,0,0,0,0,0,0,0,0.000154077,0,0,0,0.005392704,0,0,0,0,0,0.0033897,3.85E-05,3.85E-05,0.00281191,0,0,0,0.122568468,0.000385193,0.000616309,0.000192597,0,0,0,0.000500751,0,0,3.85E-05,0,0,0,0,0,0,0,0,0,0.030545819,0.000269635,0,0,0.000192597,0,0,0,0,3.85E-05,0,0,0.000924464,0,0,0.001271137,0,0,0.001309657,0,0.003466739,0,0,0.000385193,0,0.003582297,0,0,3.85E-05,0,0,0,0.000192597,0.00111706,0,0.000462232,0,0.040714919,0,0.017872963,3.85E-05,0.359269674,0,0,0,0.00057779,0,0,0,0.001078541,0,0,0.013250645,0.000115558,0,0.000192597,0,0,0,0,0.022649359,0,0,0.000115558,0,3.85E-05,0.003620816,0.010284658,0,0,0,0,0,0,0,0,0,0,0.002195601,7.70E-05,0.000847425,3.85E-05,0.000308155,0.000654828,0,0,0,0.229035861,0.002927468,0,0,0,0,0,0.000924464,0,0.014136589,0,0.000308155,0,0.078502369,0,0.008281653,0,0,0,0,0,3.85E-05,0.000154077,0.000154077,0
