g__Ochrobactrum,g__Moheibacter,g__Delftia,g__Ruminiclostridium_5,g__Staphylococcus,g__Petrimonas,g__Coriobacteriaceae_UCG-002,g__Erysipelatoclostridium,g__Lachnospiraceae_UCG-001,g__Ruminococcaceae_UCG-013,g__Anaerotruncus,g__Butyricimonas,g__Ruminococcaceae_UCG-014,g__Georgenia,g__Bilophila,g__Erysipelothrix,g__Lachnospiraceae_FCS020_group,g__Candidatus_Saccharimonas,g__Clostridium_sensu_stricto_1,g__Sporobacter,g__Blautia,g__Proteiniclasticum,g__Faecalibaculum,g__Glutamicibacter,g__Thermobifida,g__Macellibacteroides,g__Gemella,g__Butyricicoccus,g__Eisenbergiella,g__Sphingobacterium,g__Eubacterium_ventriosum_group,g__Peptococcus,g__Eubacterium_oxidoreducens_group,g__Intestinibacter,g__Aminivibrio,g__Enterococcus,g__Defluviitaleaceae_UCG-011,g__Alcaligenes,g__Lachnospiraceae_UCG-006,g__Prevotellaceae_UCG-001,g__Marvinbryantia,g__Clostridium_innocuum_group,g__Candidatus_Soleaferrea,g__Bradyrhizobium,g__wallaby_gut_metagenome,g__Tyzzerella,g__Proteus,g__Eubacterium_xylanophilum_group,g__Ruminiclostridium_9,g__Brumimicrobium,g__Achromobacter,g__Muribacter,g__Lactobacillus,g__Ruminiclostridium_6,g__Ruminiclostridium,g__Gordonibacter,g__Facklamia,g__Lachnospiraceae_UCG-010,g__Lachnospira,g__Ruminococcaceae_UCG-010,g__Candidatus_Protochlamydia,g__Saccharomonospora,g__Lactococcus,g__Leuconostoc,g__Hahella,g__Corynebacterium,g__Chryseobacterium,g__Corynebacterium_1,g__Morganella,g__Faecalibacterium,g__Bifidobacterium,g__Atopostipes,g__Alloprevotella,g__Mucispirillum,g__Sporosarcina,g__Papillibacter,g__Anaerofustis,g__Ruminococcaceae_UCG-009,g__Turicibacter,g__Paeniclostridium,g__Alcanivorax,g__Ruminococcaceae_UCG-004,g__Triticum_aestivum_bread_wheat,g__Rothia,g__mouse_gut_metagenome,g__Hydrogenoanaerobacterium,g__Paenalcaligenes,g__Eubacterium_fissicatena_group,g__Anaerovorax,g__Ruminococcus_torques_group,g__Eubacterium_brachy_group,g__Trichococcus,g__Alistipes,g__Mycoplasma,g__Idiomarina,g__Caproiciproducens,g__Stenotrophomonas,g__Enterorhabdus,g__Flavobacterium,g__Gracilibacillus,g__Allobaculum,g__Aerococcus,g__Jeotgalicoccus,g__Ruminiclostridium_1,g__Sutterella,g__Coprococcus_1,g__Prevotellaceae_NK3B31_group,g__Eubacterium_nodatum_group,g__Ureaplasma,g__Bacteroides,g__Pusillimonas,g__Parabacteroides,g__Acetatifactor,g__unidentified,g__Oceanobacillus,g__Eubacterium_coprostanoligenes_group,g__Brachyspira,g__Rikenellaceae_RC9_gut_group,g__Pseudogracilibacillus,g__Ruminococcaceae_UCG-007,g__Escherichia-Shigella,g__Candidatus_Arthromitus,g__Enteractinococcus,g__Coprococcus_2,g__Helicobacter,g__uncultured,g__Quinella,g__Candidatus_Stoquefichus,g__Leucobacter,g__Weissella,g__Caldicoprobacter,g__Bacillus,g__Odoribacter,g__Empedobacter,g__Pasteurella,g__Streptococcus,g__Romboutsia,g__Citrobacter,g__Rikenella,g__Desulfovibrio,g__Paludibacter,g__Ammoniibacillus,g__Parvibacter,g__Raoultella,g__Senegalimassilia,g__Carnobacterium,g__Psychrobacter,g__Persicitalea,g__Adlercreutzia,g__Veillonella,g__Oscillibacter,g__Subdoligranulum,g__Anaeroplasma,g__Comamonas,g__Ruminococcaceae_NK4A214_group,g__Roseburia,g__Acinetobacter,g__Collinsella,g__Ruminococcus_1,g__Lachnospiraceae_NK4A136_group,g__Tyzzerella_3,g__Rhizobium,g__Anaerostipes,g__Longilinea,g__Vagococcus,g__Actinomadura,g__Intestinimonas,g__Acetivibrio_ethanolgignens_group,g__Parasutterella,g__Desulfitibacter,g__Family_XIII_UCG-001,g__Enhydrobacter,g__Akkermansia,g__Eubacterium_ruminantium_group,g__Lachnoclostridium,g__Haloplasma,g__Lachnospiraceae_UCG-008,g__Sinibacillus,g__Christensenellaceae_R-7_group,g__Halomonas,g__Ruminococcus_2,g__Family_XIII_AD3011_group,g__Ruminococcaceae_UCG-005,g__Pseudomonas
0,0,0,0.003351181,0,0,0.000423712,0.002696352,7.70E-05,0.002542275,0.003736374,0,0.033203652,0,0.000115558,0,0.000500751,0.005931975,0.000115558,0,0.001810408,0,0.000231116,0,0,0,3.85E-05,0.000847425,0.000115558,0,0,3.85E-05,0,0,0,0.00053927,0,0,0.000423712,0.002157082,0,3.85E-05,0,3.85E-05,0,0.00169485,3.85E-05,0.007126074,0.004776395,0,0,0,0.145217827,0.005046031,0.000654828,0.000308155,0,0,0,0.001463734,0,0,0.000462232,0,0,0,0,0,0,0,0,0,0.005469743,0.000654828,0,3.85E-05,0.000154077,3.85E-05,0,0,0,7.70E-05,0,0,0.00053927,0,0,0.012557297,7.70E-05,0,0.000885944,0,0.008243134,7.70E-05,0,0.003505258,0.000154077,0.003158584,0,0,0,0,0,0,0,0.003158584,0,0.001810408,3.85E-05,0.021185625,0,0.002118562,0,0.321058511,0,0.005277146,0,0.000231116,0,0,0,0.006086052,0,3.85E-05,0.011940988,0,0,0.000500751,0,0,0,0,0.002734872,0,0,0.000423712,0,0.000115558,0.000924464,0.014213628,0,0,0,0,0,0,0,3.85E-05,7.70E-05,0,0.002195601,0.000115558,0,3.85E-05,0.000269635,0.004006009,3.85E-05,0,0.002927468,0.280035438,0.001810408,7.70E-05,3.85E-05,0,0,3.85E-05,0.001232618,0,0.001232618,0,0.000962983,0,0.035283695,0,0.015561804,0,0,0,0,0,0.000231116,0.000462232,3.85E-05,3.85E-05
0,0,0,0.003120065,0,0,0.000269635,0.008666846,0.000462232,0.000924464,0.002426717,3.85E-05,0.041947537,0,0.000115558,0,0.000308155,0.001425215,3.85E-05,0,0.000924464,0,0.000192597,0,0,0,0,0.000885944,0.000231116,0,0,0.000231116,0,0,0,0.000385193,0,0,0.000654828,0.150225338,7.70E-05,7.70E-05,0,3.85E-05,0,0.000885944,0.000115558,0.000231116,0.002927468,0,0,0,0.073494858,0.00057779,0.001001502,0.000231116,0,0,0,0.000693348,0,0,3.85E-05,0,0,0,0,0,0,0,0,7.70E-05,0.066753977,0.001579292,0,3.85E-05,7.70E-05,7.70E-05,0,0,0,7.70E-05,3.85E-05,0,7.70E-05,0,0,0.025692385,3.85E-05,0.000115558,0.000808906,0,0.009668349,0.000154077,0,0.001040022,3.85E-05,0.000924464,0,0,0,0,3.85E-05,0,0.00111706,0.001194099,0,0.00053927,0.000192597,0.028696891,0,0.025461269,0.000154077,0.350949501,0,0.000423712,0,0.001463734,0,0,3.85E-05,0.003351181,3.85E-05,0,0.015446246,0.000385193,0,0.000154077,0,0,0,0,0.008975001,0,0,0.00053927,0,3.85E-05,0.000731867,0.012095066,0,0,0,0,0,3.85E-05,7.70E-05,0,3.85E-05,0,0.001810408,3.85E-05,0,3.85E-05,0.000385193,0.003120065,7.70E-05,0,0.000385193,0.092446362,0.001271137,0,0,0,0,0,0.001579292,0,0.005354185,0,0.000192597,0,0.025923501,0,0.013135087,0,0,0,0.000192597,0,7.70E-05,0.000308155,0.000308155,3.85E-05
0,0,0,0.004314164,0,0,3.85E-05,0.020492277,0.00392897,0.000231116,0.002195601,0,0.10384808,0,0.000115558,0,0.000115558,0.000231116,7.70E-05,0,0.000154077,0,3.85E-05,0,0,0,0,0.000115558,0,0,0,0,0,0,0,0.00223412,0,0,0.001964485,0.033935519,0.000192597,0.000462232,0,0,0,0.000192597,0,0.022533801,0.007203112,0,0,0,0.029968029,3.85E-05,0.001925966,0.000115558,0,0,0,0.001540773,0,0,0.001078541,0,0,3.85E-05,0,0,0,3.85E-05,0,0,0.025230153,3.85E-05,0,0,3.85E-05,3.85E-05,0,0,0,0.000154077,3.85E-05,0,0.001348176,0,0,0.013751396,0,0.000154077,0.001463734,0,0.011401718,3.85E-05,0,0.000231116,7.70E-05,0.003081545,3.85E-05,0,0,0,0,0,0.000154077,0.002080043,0,0.001271137,0.000423712,0.034937021,0,0.011055044,0.001001502,0.397634914,0,0.000154077,0,0.000770386,0,0,0,0.000154077,0,0,0.01298101,3.85E-05,0,0.000269635,0,0,0,3.85E-05,0.01918262,0,0,0.000693348,0,7.70E-05,0.00053927,0.009899465,0,0,0.000231116,0,0,0,0,0,0.000693348,0,0.00227264,0,0.000308155,7.70E-05,0.001386695,0.002773391,0,0,3.85E-05,0.096182736,7.70E-05,0,0,0,0,0,0.003620816,0,0.003697854,0,0.001001502,0,0.089403336,0,0.007087554,0,0,0,0,0,0.000423712,0.000385193,0.000462232,3.85E-05
0,0,0,0.002465236,0.000115558,0,0.000346674,0.002080043,0.000269635,0.000770386,0.00169485,0,0.021147105,0,3.85E-05,0,0.000192597,0.002157082,0.000693348,0,0.000154077,0,0,0,0,0,0,0.00057779,0,0,0,0.000269635,0,0,0,0.000808906,0,0,0.000231116,0.093062671,0.001040022,0,0,0,0,0.000808906,3.85E-05,0.010092061,0.004083048,0,0,0,0.074534879,0.002696352,0.000269635,0.000192597,0,0,0,3.85E-05,0,0,3.85E-05,0,0,0,0,0,0,0,0,0,0.050190671,0,0,0,3.85E-05,0.000192597,0,0,0,0,0.000462232,3.85E-05,0,0,0,0,0,0,0.000423712,0,0.021378221,7.70E-05,0,0.000847425,3.85E-05,0.003004507,0,0,0,0,0,0,0.000423712,0.002580794,0,0.000885944,7.70E-05,0.076807519,0,0.00620161,0.000269635,0.500404453,0,7.70E-05,0,0.001771889,0,0,0,0.002773391,0,0,0.007434228,3.85E-05,0,0.002195601,0,3.85E-05,0,0.000115558,0.024113093,0,0,0.00111706,0,0.000154077,0.002465236,0.0033897,0,0,0.000115558,3.85E-05,0,0,0,0,0.000269635,0,0.000654828,0,0.010477254,7.70E-05,0.000731867,0.004006009,3.85E-05,0,0,0.027965024,0.002349678,3.85E-05,0,3.85E-05,0,0,0.001386695,0,0.006047533,0,0.000423712,0,0.004198606,0,0.010053542,0,0,0,0,0,0,7.70E-05,3.85E-05,3.85E-05
0,0,0,0.003004507,3.85E-05,3.85E-05,0.000269635,0.009514271,0.001271137,0.000423712,0.002041524,0,0.002580794,0,0,0,7.70E-05,0.0033897,0,0,0.000731867,0,0.00053927,0,0,0,3.85E-05,0.000231116,0,0,0,0,0,0,0,0.001579292,0,0,0.005392704,0.002696352,0.000154077,0,0,0,0,0.002850429,3.85E-05,0.004545279,0.003428219,0,0,0,0.201417511,0.000962983,0.000231116,0.000269635,0,0,0,0.000385193,0,0,0.000231116,0,0,0,0,0,0,0,0,7.70E-05,0.004352683,0,0,0,7.70E-05,0,0,0,0,3.85E-05,0.000115558,0,0.000423712,0,0,7.70E-05,0,0,0.001925966,0,0.010785409,0,0,0.000308155,0.000231116,0.008975001,0,0,0,0,0,0,0.000192597,0.001463734,0,0.002311159,0.000115558,0.035938523,0,0.020838951,0,0.417356804,0,0,0,0.000616309,0,0,0,0.001463734,3.85E-05,0,0.001617811,0.000154077,0,0.012634336,0,3.85E-05,0,0.000154077,0.02992951,0,0,0.001309657,3.85E-05,0.000115558,0.000770386,0.0033897,0,0,0.000269635,0,0,0,0,0,0.000154077,0,0.001001502,0,7.70E-05,0.000115558,0.000192597,0.002080043,0,0,0.002118562,0.107045183,0.000616309,3.85E-05,0,3.85E-05,0,0,0.000847425,0,0.008628327,0,0.000462232,0,0.056893032,0,0.011363199,3.85E-05,3.85E-05,0,0,0,0,0.000308155,0.001425215,0
0,0,0,0.000808906,7.70E-05,0,0.00053927,0.000770386,0.034590347,0.001348176,0.00111706,3.85E-05,0.009629829,0,0,0,7.70E-05,0.002080043,3.85E-05,0,0,0,0.000346674,0,0,0,0,0.000346674,0,0,0,0.000346674,0,0,0,0.001078541,0,0,0.000500751,0.048611379,7.70E-05,0,0,0,0,0.000346674,0,7.70E-05,0.002965987,0,0,0,0.064982089,0.001348176,0.000192597,0.000192597,0,0,0,7.70E-05,0,0,0.000115558,0,0,0,0,0,0,0,0,0,0.017141096,0.000115558,0,0,7.70E-05,0.000346674,0,0,0,3.85E-05,0,0,7.70E-05,0,0,0.000885944,3.85E-05,3.85E-05,0.000269635,0,0.015407727,0.000115558,0,0.001040022,0,0.002773391,0,0,0,0,0,0,0,0.00057779,0,0.000808906,0.000154077,0.034821463,0,0.008859443,7.70E-05,0.572397057,0,0.002311159,0,0.001040022,0,0,0,0.003081545,0,0,0.027733909,0.000192597,0,0.00057779,0,0,0,0,0.01806556,0,0,0.000616309,0,7.70E-05,0.000770386,0.005893456,0,0,3.85E-05,0,0,0,7.70E-05,0,0.000115558,0,0.00111706,0.000115558,7.70E-05,0,0.00053927,0.00111706,0,0,0.000269635,0.030276184,0.001194099,0,0,0,0,0,0.000693348,0,0.017564809,0,0.000231116,0,0.054774469,0,0.002388198,0,0,0,7.70E-05,0,0,0.000115558,7.70E-05,0
0,0,0,0.000924464,7.70E-05,0,0.00115558,0.013905474,0.001040022,0.000154077,0.003505258,0,0.002965987,0,3.85E-05,0,3.85E-05,0.010592812,3.85E-05,0,0,0,0,0,0,0,0.000269635,0.000346674,0,0,0,0,0,0,0,0.008358692,0,0,0.000115558,0.178845191,3.85E-05,0,0,3.85E-05,0,0.000269635,3.85E-05,7.70E-05,0.001078541,0,0,0,0.126266323,0.001617811,0.000115558,0.001232618,3.85E-05,0,0,0,0,0,0.000770386,0,0,3.85E-05,0.000115558,3.85E-05,0,0,0,0,0.11567351,0.000192597,0.000154077,0,0.000115558,3.85E-05,0,0,0,7.70E-05,7.70E-05,0,0.001502253,0,0,0.005931975,0,0,0.000885944,0,0.015292169,0.000500751,0,0.001040022,0.000308155,0.007780902,0,0,3.85E-05,0,3.85E-05,0,0.002118562,0.000308155,0,0.001078541,0.00053927,0.035630369,0,0.002927468,7.70E-05,0.336004006,0,0,0,0.001386695,0,0,0,0.03046878,0.000154077,0,0.001964485,3.85E-05,0,0.002850429,0,0.000115558,0,0.000192597,0.003813412,0,0,0.004198606,3.85E-05,3.85E-05,0.003813412,0.001540773,0,0,0.000115558,0,0,0,0,0,0,0,0.000231116,0,3.85E-05,0.00053927,0.000346674,0.022148608,0.000346674,0,3.85E-05,0.036862987,0.001733369,0,0,0.000115558,0,0,0.000154077,0,0.001771889,0,7.70E-05,0,0.000115558,0,0.002003005,0,0,0,0,0,0,0,3.85E-05,0.000231116
0,0,0,0.006548284,0,0,0.000616309,0.000616309,0.000616309,0.000885944,0.002503756,0,0.012018027,0,0.000231116,0,0.000308155,0.002696352,7.70E-05,0,0.001194099,0,0,0,0,0,0,0.00057779,0,0,0,3.85E-05,0,0,0,0.000192597,0,0,0.001502253,0.062170178,7.70E-05,0,0,0,0,0.000808906,0,0.005893456,0.003582297,0,0,0,0.089788529,0.003312661,0.000770386,0.000500751,0,3.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029582836,0.000423712,0,0,7.70E-05,3.85E-05,0,0,0,0.000115558,0,0,0.00227264,0,0,0.000192597,0,0,0.001733369,0,0.00281191,0,0,0.005315666,0,0.007049035,0,0,0,0,0,0,0,0.001078541,3.85E-05,0.000693348,0,0.026347213,0,0.002542275,0.000616309,0.540695659,0,0.000693348,0,0.000693348,0,0,0,0.000500751,0,3.85E-05,0.00396749,3.85E-05,0,3.85E-05,0,0,0,0,0.003043026,0,0,0.000423712,0,3.85E-05,0.002003005,0.014791418,0,0,0,0,3.85E-05,0,0,0,0.001348176,0,0.002965987,3.85E-05,0.000115558,7.70E-05,0.001271137,0.011401718,0,0,0,0.108817072,0.010554293,0,0,0,0,0,0.001771889,0,0.002927468,0,0.000731867,0,3.85E-05,0,0.012133585,0,0,0,0,0,0,7.70E-05,0.000192597,3.85E-05
0,0,0,0.002426717,0,0,0.000154077,0.012942491,0.000423712,0.000231116,0.004968992,0,0.007164593,0,0.000154077,0,0.005777898,0.002657833,0,0,0.000154077,3.85E-05,0,0,0,0,0,0.00115558,7.70E-05,0,0,0.000115558,0,0,0,0.000346674,0,0,0.000308155,0.066407303,0.000500751,0,0,0,0,0.00053927,0,0.002349678,0.005970494,0,0,0,0.084203228,0.002773391,0.000885944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787566,0.001771889,0,0,0.000423712,0.000385193,0,0,0,0,0,0,3.85E-05,0,0,0.004237125,0,0.002773391,0.002349678,0,0.019875968,0,0,0.000847425,0,0.00223412,0,0,0,0,0,0,0.002965987,0.003312661,0,0.000731867,3.85E-05,0.087824044,0,0.022495281,0.000385193,0.306652286,0,7.70E-05,0,0.005431224,0,0,0,0.000423712,0,0,0.020607835,0.000269635,0,0.001271137,0,0,0,3.85E-05,0.00450676,0,0,0.000423712,0,0,0.001040022,0.018489272,0,0,0,0,0.000115558,0,0,0,0.000962983,0,0.001848927,0.000115558,0.023612342,0,0.000847425,0.002965987,0,0,0,0.059050114,0.00057779,0,0,0,0,0,0.004275644,0,0.001194099,0,0.000192597,0,0,0,0.041100112,0,3.85E-05,0,0,0,0,7.70E-05,0.000462232,3.85E-05
0,0,0,0.004891953,0,0,0.000115558,0.007626825,0.027348715,0.000192597,0.010669851,0,0.009283156,0,0.00053927,0,0.002003005,0.002773391,0,0,0.00057779,0,0,0,0,0,7.70E-05,0.010477254,3.85E-05,0,0,0.000423712,0,0,3.85E-05,0.000192597,0,0,0.001001502,0.086013636,0.003890451,0,0,0,0,0.009629829,0.000154077,0.00115558,0.014213628,0,0,0,0.009822426,0.006509765,0.006933477,3.85E-05,0,0.000115558,0,0,0,0,0.000346674,0,0,0,0,0,0,0,0,0,0.005392704,0.001579292,7.70E-05,0,0,0.000731867,0,0,0,0.000231116,0,0,0.000693348,0,0,3.85E-05,0,0,0.00053927,0,0.01864335,0.000693348,0,0.001078541,0,0.000885944,0,0,0,0,0,0,0,0.00450676,0,0.00111706,0,0.027348715,0,0.004429722,0.00450676,0.305381149,0,0.000154077,0,0.00111706,0,0,0,0.004083048,0,0,0.071530372,0,0,0.000308155,0,0,0,3.85E-05,0.007241632,0,0,0.000231116,0,0,0.001194099,0.022957513,0,0,0,0,0,0,0,0,0,0,0.012249143,0,0.013327684,7.70E-05,0.000423712,0.040830476,0,0,3.85E-05,0.188860213,0.002619314,0,0,3.85E-05,0,0,0.007241632,0,0.000192597,0,0.000847425,0,0,0,0.029313201,0,0,0,3.85E-05,0,0,3.85E-05,3.85E-05,0
0,0,0,0.002580794,7.70E-05,0,0,0.003736374,0.018566311,0.002580794,0.001271137,0,0.01525365,0,0.000423712,0,0.00053927,0.000616309,0,0,0.00905204,0,0.000423712,0,0,0,0.000385193,0.001425215,0,0,0,0.000115558,0,0,0,0.000231116,0,0,0.000346674,0.013135087,0.000269635,0,0,0,0,0.002465236,0,0.001502253,0.010400216,0,0,0,0.036208158,0.002118562,0.00169485,0,0,3.85E-05,0,0.000616309,0,0,3.85E-05,0,0,0,0,0,0,0,0,0,0.022071569,0,0,3.85E-05,3.85E-05,0.000269635,0,0,0,7.70E-05,7.70E-05,0,7.70E-05,0,0,0.013635838,0,0,7.70E-05,0,0.038634875,7.70E-05,0,7.70E-05,0,0.001001502,0,0,0,0,0,0,0,0.010939486,0,0.002157082,0,0.056777474,0,0.011363199,0,0.58295135,0,0.000962983,0,0.003697854,0,0,0,0.001771889,0,0,0.003197103,0.006817919,0,0.00901352,0,0,0,3.85E-05,0.004352683,0,0,0.001040022,0,3.85E-05,0.000115558,0.000654828,0,0,0,3.85E-05,0,0,0,0,0.000115558,0,0.001502253,0.00057779,0.000962983,0,0.000808906,0.001925966,0,0,0.014752899,0.064558376,0.000423712,0,0.000154077,0,0,0,0.001887447,0,0.008820924,0,0.000269635,0,0.000115558,0,0.004006009,0,0,0,0.000269635,0,0,0.000231116,0.000423712,0
0,0,0,0.007010516,0,0,0.000731867,0.000462232,0.012595817,0.002734872,0.003351181,0,0.020915989,0,0.002657833,0,0.000231116,0.001078541,0,0,0.006740881,0,0.003120065,0,0,0,0.000115558,0.000847425,0,0,0,7.70E-05,3.85E-05,0,0,0.000192597,0,0,0,0.00169485,7.70E-05,0,0,0,0,0.001502253,3.85E-05,0.004968992,0.006740881,0,0,0,0.017333693,0.004891953,0.003813412,0.000385193,0,3.85E-05,0,0.000231116,0,0,0,0,0,0,0,0,0,0,0,0,0.094449366,0.000308155,0,7.70E-05,0,0.000346674,3.85E-05,0,0,7.70E-05,3.85E-05,0,0.00057779,3.85E-05,0,0.006432726,0,0,0.001078541,0,0.031200647,0.000115558,0,0.000192597,0,0.00227264,0,0,0,0,0.000115558,0,0.000462232,0.007203112,0.026154617,0.000500751,0,0.0067794,0,0.009090559,0,0.504795655,0,0.007857941,0,0.005585301,0,0,0,0.000693348,0,3.85E-05,0.015523285,0.023342706,0,0.00169485,0,3.85E-05,0,0,0.003659335,0,0,3.85E-05,0,0,0.000423712,0.004044528,0,0,7.70E-05,0,3.85E-05,0,0,0,0.000115558,0,0.002580794,0.000308155,0.00053927,0,0.000962983,0.007395709,0,0,0.004237125,0.084588421,0.016447749,0,0,0,0,0,0.007549786,0,0.008204615,0,0.000423712,0,0,0,0.005970494,0,0,0,0.000154077,0,0,7.70E-05,0.000385193,3.85E-05
0,0,0,0.001964485,0,0,0,0.00115558,0.003158584,0.003697854,0.006971996,0,0.013366203,0,0.000192597,0,0.000269635,0.001617811,0,0,0.000962983,0,3.85E-05,0,0,0,7.70E-05,0.000731867,0,0,0,0.000308155,0,0,0,0.000192597,0,0,0.00057779,0.03667039,3.85E-05,0,0,0,0,0.001579292,0,0.009668349,0.01013058,0,0,0,0.004622318,0.009514271,0.004429722,0.000115558,0,3.85E-05,0,3.85E-05,0,0,0,0,0,3.85E-05,0,0,0,0,0,0,0.167212357,0.000731867,0,0.000115558,0,0.000308155,0,0,0,0.000231116,0,0,0,3.85E-05,0,0.001848927,3.85E-05,0,0.000423712,0,0.005970494,0,0,0.000154077,0,0.000308155,0,0,0,0,0,0,0.000808906,0.009090559,0,0.000462232,0,0.008166095,0,0.007280151,0,0.362351219,0,0.002850429,0,0.003081545,0,0,0,0.000385193,0,0,0.014444744,0.000962983,0,0.000115558,0,0,0,0,0.002888949,0,0,0.000308155,0,0,0.001386695,0.012056546,0,0,3.85E-05,0,0,0,0,0,0,0,0.005123069,0.000192597,0.000115558,0,0.000770386,0.002542275,0,0,0.011594315,0.244289511,0.006702361,0,0,3.85E-05,0,0,0.005277146,0,0.00057779,0,0.000269635,0,0,0,0.004660837,0,0,0,7.70E-05,0,0,0,0.001540773,0
0,0,0,0.008127576,3.85E-05,0,0.000500751,0.000847425,0.015600324,0.002734872,0.007973499,0,0.031547321,0,0.001348176,0,0.000269635,0.000808906,0,0,0.000346674,0,0.000423712,0,0,3.85E-05,0,0.00111706,0,0,0,0.000346674,0,0,0,0.000154077,0,0,0.002311159,0.021647856,3.85E-05,0,0,0,3.85E-05,0.00115558,0,0.010939486,0.009360194,0,0,0,0.005777898,0.011748392,0.00735719,0.000385193,0,0,0,7.70E-05,0,0,7.70E-05,0,0,0,0,0,0,0,0,0,0.105697007,0.000423712,0,0,7.70E-05,0.000308155,0,0,0,0.000423712,3.85E-05,0,0.000269635,0,0,0.002003005,0,0,0.001078541,0,0.014329186,3.85E-05,0,0.000231116,0,0.001964485,0,0,0,0,0,0,0,0.012865452,0.000269635,0.000770386,0,0.005854936,0,0.002927468,0.000385193,0.476638034,0,0.001771889,0,0.003890451,0,0,0,0.000231116,0,0,0.00959131,0.002580794,0,0.001348176,0,0,0,0,0.001771889,0,0,0.000269635,3.85E-05,0,0.001579292,0.008127576,0,0,0.000154077,0,0.000115558,0,0,0,7.70E-05,0,0.002503756,0.000462232,0.000154077,0,0.000731867,0.004160086,0,0,0.004160086,0.135857633,0.027618351,0,0,0,0,0,0.012826933,0,0.000962983,0,0.000693348,0,0,0,0.007626825,0,0,0,0.000500751,0,0,7.70E-05,0.000385193,0
0,0,0,0.007780902,0.020954509,0,0.000308155,0.001848927,0.015754401,0.003043026,0.005123069,0,0.012480259,0,0.000231116,0,0.001232618,0.001348176,0,0,0.001001502,0,0.000231116,0,0,0,3.85E-05,0.004391202,3.85E-05,0,0,3.85E-05,0,0,0,0,0,0,0.000885944,0.029544316,0.000115558,0,0,0,0,0.002542275,0,0.014791418,0.009398713,0,0,0,0.007934979,0.009976503,0.003158584,0.000346674,0,3.85E-05,0,0.000346674,0,0,0.000115558,0,0,0,0,0.000500751,0,0,7.70E-05,0.000269635,0.084588421,0.000346674,0.004429722,7.70E-05,3.85E-05,0.000731867,7.70E-05,0,0,0.000231116,0.000115558,0,7.70E-05,0,0,0.004044528,7.70E-05,0,0.000500751,0,0.016332191,7.70E-05,0,0.000808906,0,0.00111706,0,0,3.85E-05,0,0.00115558,0,0.000500751,0.002041524,7.70E-05,0.000269635,0,0.024498286,0,0.007087554,0.000269635,0.392897038,7.70E-05,0.003620816,0,0.005893456,0.000192597,0,3.85E-05,0.000462232,0.000616309,0,0.01467586,0.006394207,0.000616309,0.000693348,0,0,0,3.85E-05,0.006086052,0,0,0.00053927,3.85E-05,0,0.001771889,0.015908478,0,0,0,0,3.85E-05,0,0,0,3.85E-05,0.000500751,0.004583799,3.85E-05,0.001502253,3.85E-05,0.000308155,0.007703863,0,0,0.001502253,0.172065791,0.027926505,0,0,0,0,0,0.01186395,0,0.003582297,0,0.000500751,0,0.001309657,0,0.009629829,0,3.85E-05,0,3.85E-05,0,0,7.70E-05,0.000654828,0
0,0,3.85E-05,0.000500751,3.85E-05,3.85E-05,0.003620816,0.001309657,0.002773391,0.000192597,0.002003005,0,0.008397211,0,0,0,0.000231116,0.002080043,0.000770386,0,0.000385193,0,0.003736374,0,0,0,7.70E-05,0.000192597,0,0.000192597,0,0.000192597,0,0,0,0.002080043,0,0,0.000385193,0.149146797,0.000192597,0,0,0,0,0.000924464,0.000115558,0.001001502,0.002503756,0,0,0,0.300104002,0.000154077,0,0.001348176,0,0,0.000115558,0,0,0,0.002888949,0.000346674,0,0,0,0.000154077,3.85E-05,0.000115558,0.00057779,0,0.004083048,0.000154077,0,0,7.70E-05,3.85E-05,0.011940988,0,0,3.85E-05,0,0,0.000115558,0,0,0.000115558,0,0,0.000462232,0.000154077,0.010515774,0.000154077,0,0.001040022,0.000154077,0.006432726,0,0,0,3.85E-05,0.000115558,0,0.000808906,7.70E-05,0,0.000308155,0,0.034898502,0,0.002888949,0,0.289665267,0,3.85E-05,0,0.003428219,0,0,0.000346674,0.003736374,0,0,0.009090559,0.0530411,0,3.85E-05,7.70E-05,0,0,0.000269635,0.002696352,0,3.85E-05,0.001194099,0,0.011324679,0.015908478,0.000731867,0,0,0.000154077,0.004314164,3.85E-05,0,0.00450676,0,0.003890451,0,0.000308155,0,0,0.004237125,0.000192597,0.003890451,0.000808906,3.85E-05,3.85E-05,0.011709873,0.001810408,0,0,7.70E-05,0,0,0.000192597,0,0.005816417,0,0,0,3.85E-05,0,0.002118562,0,0,0,7.70E-05,0,0,0,0.000192597,0.000346674
