f__BIrii41,f__Streptococcaceae,f__Alcaligenaceae,f__Ruminococcaceae,f__Deferribacteraceae,f__Micrococcaceae,f__Bogoriellaceae,f__Corynebacteriaceae,f__Christensenellaceae,f__Brucellaceae,f__Pseudomonadaceae,f__Eubacteriaceae,f__Coriobacteriaceae,f__Cryomorphaceae,f__Halomonadaceae,f__MWH-CFBk5,f__Family_XI,f__Lactobacillaceae,f__Hahellaceae,f__Desulfovibrionaceae,f__Mitochondria,f__Caldicoprobacteraceae,f__Sphingobacteriaceae,f__Parachlamydiaceae,f__Nocardiopsaceae,f__Bradyrhizobiaceae,f__Methylococcaceae,f__Bacillaceae,f__Acidaminococcaceae,f__Veillonellaceae,f__Anaerolineaceae,f__Rhodospirillaceae,f__Brachyspiraceae,f__Neisseriaceae,f__Bacteroidaceae,f__Enterococcaceae,f__Peptostreptococcaceae,f__Pasteurellaceae,f__Erysipelotrichaceae,f__Limnochordaceae,f__Helicobacteraceae,f__Clostridiales_vadinBB60_group,f__Cytophagaceae,f__Haloplasmataceae,f__Anaeroplasmataceae,f__Thermomonosporaceae,f__Comamonadaceae,f__Xanthomonadaceae,f__Lachnospiraceae,f__Idiomarinaceae,f__Synergistaceae,f__Verrucomicrobiaceae,f__Flavobacteriaceae,f__Leuconostocaceae,f__Bacteroidales_S24-7_group,f__Unknown_Family,f__Rikenellaceae,f__Aerococcaceae,f__Bifidobacteriaceae,f__Paenibacillaceae,f__Pseudonocardiaceae,f__wallaby_gut_metagenome,f__Staphylococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Alcanivoracaceae,f__Peptococcaceae,f__Microbacteriaceae,f__Carnobacteriaceae,f__Family_XIII,f__Enterobacteriaceae,f__unidentified,f__Triticum_aestivum_bread_wheat,f__Defluviitaleaceae,f__Clostridiaceae_1,f__Moraxellaceae,f__Mycoplasmataceae,f__Rhizobiaceae,f__Rs-E47_termite_group,f__Prevotellaceae
0,0.001540773,0.008820924,0.025884981,0,3.85E-05,0,0,0,0,0,7.70E-05,0.011748392,0,0,0,3.85E-05,0.201417511,0,0.0033897,0,0,0,0,0,0,0,0.000154077,0,0,3.85E-05,0.000192597,0,0,0.035938523,0.001579292,3.85E-05,0,0.026925003,0,0.001617811,0.001040022,0,3.85E-05,7.70E-05,0,0.000115558,0.000231116,0.175648088,0,0,0.056893032,0,3.85E-05,0.339855938,0.0033897,0.012172104,0,0,0,0,0,3.85E-05,0,0.05080698,0,0.001232618,0,7.70E-05,0.005007511,0.00057779,0.002349678,0.000115558,0,0.001463734,0,0.00057779,3.85E-05,0.000770386,0.028003544
0,0.000731867,0.017564809,0.027502793,0.000115558,0,0,0,7.70E-05,0,0,7.70E-05,0.004622318,0,0,0,0,0.064982089,0,0.005893456,0,0,0,0,0,0,0,0,0,0,0,0.001463734,0,0,0.034821463,0.001078541,0,0,0.006586803,0,0.027733909,0.000847425,0,0,7.70E-05,0,0,0,0.090982628,0,0,0.054774469,0,0,0.41762644,0.002080043,0.017256654,0,0,0,0,0,7.70E-05,0,0.026963522,0,0.002118562,0,0,0.001463734,0.000231116,0.011632834,0,0,0.003120065,7.70E-05,0.001040022,0,0.001771889,0.174608066
0,0.004968992,0.003890451,0.018296676,0.000192597,0.000154077,0,7.70E-05,3.85E-05,0,0.000231116,0.000115558,0.013866954,0,0,0,0.000269635,0.126266323,0,0.001579292,0.00053927,0,0,0,0,3.85E-05,0,0.000308155,0,0,0.000115558,0,0,0,0.035630369,0.00847425,3.85E-05,0,0.025615346,0,0.001964485,0.002195601,0,0,3.85E-05,0,0.00053927,0.000308155,0.085666962,0,0,0.000115558,0.000115558,0.000115558,0.286545202,0.010592812,0.020492277,3.85E-05,0,0,0,0,0.000115558,0.000154077,0.006740881,0,0.000924464,0,0,0.002041524,0.000192597,0.006856439,7.70E-05,0,0.030507299,0.000346674,0.00396749,0,0.000385193,0.298255075
0,0.000423712,0.002927468,0.107622973,0.000423712,0,0,0,0,0,3.85E-05,7.70E-05,0.012634336,0,0,0,0,0.089788529,0,0.015022534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026347213,0.000192597,0,0,0.002426717,0,0.00396749,0.00562382,0,0,0.000115558,0,7.70E-05,0,0.217056354,0,0,3.85E-05,3.85E-05,0,0.378259697,0.002696352,0.005508262,0,0,0,0,0,0,0,0.005585301,0,0.005739378,0,0,0.003235623,3.85E-05,0.014021032,0,0,0.00057779,0,0.001887447,0,0.000616309,0.096991641
0,0.000423712,0.004160086,0.052155156,0.001771889,0,0,0,3.85E-05,0,3.85E-05,0.000423712,0.004160086,0,0,0,0,0.084203228,0,0.018681869,0.000115558,0,0,0,0,0,0,3.85E-05,0,0,0,0.00169485,0,0,0.087824044,0.000346674,0,0,0.016640345,0,0.020607835,0.001733369,0,0,0.023612342,0,0,0,0.18789723,0,0,0,0.000269635,0,0.178652594,0.002657833,0.026347213,0,0,0,0,0,0,0,0.027002042,0,0.001348176,0,0,0.003351181,0,0.011055044,0,0,0.000462232,0,0.000693348,0,0.008936482,0.232656677
0,0.00057779,0.000192597,0.103694003,0.001579292,0,0,0,3.85E-05,0,0,0,0.001348176,0,0,0,7.70E-05,0.009822426,0,0.023496784,0,0,0,0,0,0,0,0.000154077,0,0,3.85E-05,0.000308155,0,0,0.027348715,0.000192597,0,0,0.016486268,0,0.071530372,0.014906976,0,0,0.013327684,0,7.70E-05,0,0.442663996,0,3.85E-05,0,0,0,0.11116675,0.002773391,0.020954509,0,0,0,0,0,0,7.70E-05,0.011671353,0,0.004160086,0,0,0.002542275,0.000154077,0.008936482,0,0,0.004083048,0,0.008628327,0,0.001771889,0.095181233
0,0.001078541,0.008820924,0.065213204,0,0,0,0,0.000500751,0,0,3.85E-05,0.001348176,0,0,0,0.000385193,0.036208158,0,0.001078541,7.70E-05,0,0,0,0,0,0,3.85E-05,0,0,0,0.003851932,0,0,0.056777474,0.000308155,0,0,0.023304187,0,0.003197103,0.008820924,0,0,0.000962983,0,0,0,0.149262355,0,0,0.000115558,0,0,0.440275798,0.000616309,0.042486807,0,0,0,0,0,7.70E-05,0,0.015715882,0,0.000962983,0,0,0.002734872,7.70E-05,0.026655368,7.70E-05,0,0.001771889,0,0.009668349,0,0.000616309,0.096876083
0,3.85E-05,0.008666846,0.091252263,0.000308155,0,0,0,0.000308155,0,3.85E-05,0,0.006471245,0,0,0,0.000115558,0.017333693,0,0.006702361,3.85E-05,0,0,0,0,0,0,3.85E-05,0,0,0,0.002465236,0,0,0.0067794,0.000192597,0,0,0.05134625,0,0.015523285,0.005700859,0,0,0.00053927,0,0,0,0.187589076,0,0,0,0,3.85E-05,0.338238126,0.001078541,0.037209661,0,0,0,0,0,0.000115558,0,0.012749894,0,0.003004507,0,0,0.002118562,0.000115558,0.023881977,3.85E-05,0,0.000693348,0,0.00562382,0,0.001040022,0.172605061
0,0.000308155,0.001386695,0.086437348,0.000731867,0,0,3.85E-05,0.000115558,0,0,0,0.000770386,0,0,0,7.70E-05,0.004622318,0,0.012249143,0,0,0,0,0,0,0,0,0,0,3.85E-05,0.002773391,0,0,0.008166095,0.000192597,0,0,0.002696352,0,0.014444744,0.005739378,0,0,0.000115558,0,0,0,0.359539309,0,0,0,0,0,0.187512037,0.001617811,0.010438735,0,0,0,0,0,0,0,0.0101691,0,0.003697854,0,0,0.001194099,0.000231116,0.01186395,0,0,0.000385193,0,0.002465236,0,0.000924464,0.269057432
0,0.000346674,0.000962983,0.127229305,0.000423712,0,0,0,0.000616309,0,0,7.70E-05,0.007087554,0,0,0,0,0.005777898,0,0.009475752,0,0,0,0,0,0,0,0,0,0,0,0.001040022,0,0,0.005854936,0.000154077,3.85E-05,0,0.009937984,0,0.00959131,0.005200108,0,0,0.000154077,0,0,0,0.301182543,0,0,0,0,0,0.249913332,0.000808906,0.019798929,0,0,0,0,3.85E-05,3.85E-05,0,0.004737876,0,0.003620816,0,0,0.002657833,0,0.030892493,3.85E-05,0,0.000231116,0,0.005200108,0,0.001348176,0.195524055
0,0.000654828,0.004083048,0.109125226,0.000346674,0.000616309,0,0.000500751,3.85E-05,0,0,3.85E-05,0.002349678,0,0,0,3.85E-05,0.007934979,0,0.016139594,3.85E-05,0,0,0,0,0,0,0.001386695,0,0.00111706,0,0.001386695,0,0,0.024498286,0,3.85E-05,0,0.010284658,0,0.01467586,0.006817919,0,0,0.001502253,0,3.85E-05,0,0.307615269,0,0,0.001309657,0,0,0.231809252,0.001348176,0.024036054,0,7.70E-05,0,0,0,0.022110088,0.004429722,0.013173607,0,0.00223412,0,0.000269635,0.001425215,3.85E-05,0.018951504,0.000115558,0,0.000462232,0,0.008012018,0,0.001463734,0.15746697
0,0.004275644,0.006625323,0.019567813,0.000154077,0,0,0.000154077,7.70E-05,0,0.000346674,7.70E-05,0.017333693,0,0,0,7.70E-05,0.300104002,0,0.000731867,0,0,0.000192597,0,0,0,0,0.000269635,0,0,7.70E-05,0.000192597,0,0,0.034898502,0.002080043,0,3.85E-05,0.07222372,0,0.009090559,0.000154077,0,0,0,0,0.004275644,0.000154077,0.032625862,0,0,3.85E-05,0,0.000346674,0.241400562,0.002080043,0.02989099,3.85E-05,0.00057779,0,0,0,0.000154077,0,0.00562382,0,0.000770386,7.70E-05,0.000154077,0.000770386,0.042178653,0.002619314,0,0,0.00450676,0.005315666,0.001771889,0,3.85E-05,0.155849158
0,0.001579292,0.002542275,0.057355264,0.000269635,0,0,0,7.70E-05,0,0,7.70E-05,0.006394207,0,0,0,0.000115558,0.06097608,0,0.005816417,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.001271137,0,3.85E-05,0.054081122,0.000731867,7.70E-05,0,0.024536805,0,0.02484496,0.011016525,0,0,7.70E-05,0,0.000770386,0,0.141365895,0,0,7.70E-05,0,0.000115558,0.452216787,0.004468241,0.022610839,0,0.000115558,0,0,0,7.70E-05,0,0.010284658,0,0.001887447,0,0,0.002503756,0.009552791,0.008281653,0,0,0.002773391,7.70E-05,0.000693348,0,0,0.090212241
0,0.00115558,0.004198606,0.056931551,0.000269635,0,0,3.85E-05,0,0,0,0.000154077,0.007511267,0,0,0,0.000346674,0.106852587,0,0.006355687,7.70E-05,0,0,0,0,0,0,0,0,0,0,0.000115558,0,0,0.074765995,0.00053927,0,0,0.003813412,0,0.004583799,0.000192597,0,0,0.000115558,0,0.001040022,0,0.220946805,0,0,0,0,3.85E-05,0.33974038,0.001309657,0.022379723,0,0,0,0,0,0,0,0.009976503,0,0.010092061,0,0,0.003158584,0.011016525,0.007588306,0,0,0.004083048,0.000616309,0.003158584,0,0.000115558,0.096722006
0,0.001271137,0.011902469,0.049189168,0.000885944,0,0,0,3.85E-05,0,0.000115558,3.85E-05,0.000924464,0,0,0,0.000154077,0.025345711,0,0.00789646,3.85E-05,0,0,0,0,0,0,0,0,0,3.85E-05,0.01860483,0,0,0.145487462,0.000308155,0,0,0.020684873,0,0.038557837,0.003813412,0,0,0,0,0.000693348,3.85E-05,0.226069874,0,0,0,0,0,0.140441431,0.00053927,0.034821463,0,3.85E-05,0,0,0,0,0,0.010092061,0,0.002465236,0,0,0.000924464,0.014252147,0.015831439,3.85E-05,0,0.001810408,0.000115558,0.001348176,0,0.002349678,0.222834251
0,0.001810408,0.010053542,0.02877393,0.000115558,0,0,0,0.000192597,3.85E-05,0.000231116,7.70E-05,0.008666846,0,0,0,0,0.236161935,0,0.001425215,0,0,0,0,0,0,0,0.000346674,0,0,0,0.000885944,0,0,0.021301183,0.001348176,0,0,0.109279304,0,0.010092061,0.000962983,0,0,0.006586803,0,0,3.85E-05,0.082585417,0,0,0,0,0,0.359385232,0.002542275,0.021570818,0,0.000654828,0,0,0,7.70E-05,0,0.003890451,0,0.001617811,0,0,0.001502253,0,0.002619314,3.85E-05,0,0.00566234,0,0.000847425,0,0,0.078617927
0,0.000770386,0.007049035,0.120295828,0.001617811,0,0,0,0.000385193,0,0,3.85E-05,0.013943993,0,0,0,0,0.029428759,0,0.026424252,3.85E-05,0,0,0,0,0,0,3.85E-05,0,0,0,0.000192597,0,0,0.021301183,0.000192597,7.70E-05,3.85E-05,0.14783714,0,0.003351181,0.001579292,0,0,0.001232618,0,0,0,0.276915373,0,0,0,0,0,0.233465583,0.002157082,0.022264165,0,0.000654828,0,0,0,0,0,0.007126074,0,0.006586803,0,0,0.003543777,0,0.00508455,0,0,0.001925966,0,0.002888949,0,0.00111706,0.060436809
0,0.005854936,0.001848927,0.023959015,0.000154077,0,0,7.70E-05,0,0,0,3.85E-05,0.029274681,0,0,0,0.000115558,0.424290282,0,0.004352683,3.85E-05,0,0,0,0,0,0,0.000924464,0,0,0,0,0,3.85E-05,0.016640345,0.004006009,0,0,0.014906976,0,0.036439274,0.000616309,0,0,0.001771889,0,0,0,0.117676515,0,0,0,0,0,0.157621047,0.001271137,0.010978005,0,0.000616309,0,0,0,0.000346674,0,0.006432726,0,0.000231116,0,0,0.001656331,0,0.002388198,0,0,0.017064058,0,0.002426717,0,0.002311159,0.113631986
0,0.005315666,0,0.291899388,0.004160086,0,0,0,0.001271137,0,0,0,0.001463734,0,0,0,0,0.001540773,0,0.054658911,0,0,0,0,0,0,0,3.85E-05,0,0,0,0.004314164,0,0,0.137668041,0.00053927,0,0,0.001656331,0,0.023034552,0.00566234,0,0,0,0,0,0,0.314972459,0,0,7.70E-05,0,0,0.075382304,0.003274142,0.001810408,0,0,0,0,0.000346674,0,3.85E-05,0.018951504,0,0.004930473,0,0,0.001887447,0.000115558,0.029736913,0,0,0.000423712,0,0.000115558,0,0.014444744,0.000269635
0,0.000885944,0.012480259,0.060860522,0.000500751,0,0,0,0,0,7.70E-05,0,0.004391202,0,0,0,0,0.063056123,0,0.01182543,0,0,0,0,0,0,0,7.70E-05,0,0,0,0.00115558,0,0,0.02650129,0.003120065,0,3.85E-05,0.073109664,0,0.015908478,0.001463734,0,0,0.000616309,0,0,0,0.124764069,0,0,0,0,0,0.459997689,0.001078541,0.008012018,0,0.000500751,0,0,0,0,0,0.00450676,0,0.002311159,0,0,0.001617811,0.000115558,0.017641847,7.70E-05,0,0.003004507,0,0.004891953,0,3.85E-05,0.09537383
0,0.002195601,0.005546782,0.07280151,0.002003005,0,0,0,3.85E-05,0,3.85E-05,0,0.005007511,3.85E-05,3.85E-05,3.85E-05,0,0.004006009,0,0.014329186,0,0,0,0,7.70E-05,0,0,7.70E-05,0,0,0,0,0,0,0.03162436,0.000346674,0,0,0.009129078,0,0.01918262,0.000847425,0,3.85E-05,0.001733369,0,0,0,0.223335003,0,0,0,0,0,0.46273256,0.000808906,0.008127576,0,0,0,0,0,0,0,0.003004507,0,0.005931975,0,0,0.002195601,0.000192597,0.006317168,7.70E-05,0,0.004083048,0,0.002465236,0,0,0.111590463
0,0.057663418,0,0.144601518,0.001194099,0.000192597,0,3.85E-05,0.001848927,0,0,0,0.006702361,0,0,0,0.001194099,0.100766534,0,0.08975001,0,0,0,0,0,0,0,0.000192597,0,0,0,0.000231116,0,0,0.007819421,3.85E-05,0,0,0.002118562,0,0.002580794,0.000154077,0,0,0,0,0,0,0.463464427,0,0,0.054119641,0,7.70E-05,0.027887986,0.001733369,0.004891953,0,0,0,0,0,0.00227264,0,0.004468241,0,0.005354185,0,0,0.004006009,0,0.010246138,3.85E-05,0.000962983,0.001502253,0.000115558,3.85E-05,0,0,0.001733369
0,0.16424637,0,0.079966103,0.000231116,0,0,0.000423712,0.000654828,0,7.70E-05,0,0.011401718,0,0,0,0.027965024,0.087592928,0,0.03046878,0,0,0,0,7.70E-05,0,0,0.005546782,0,0,0,0.000192597,0,0,0.002465236,0.000231116,0.000154077,0,0.02480644,0,0.000423712,0.000616309,0,0,0.000192597,0,0,3.85E-05,0.389430299,0,0,0,0.000154077,0,0.059897539,0.054004083,0.019028543,0,0,0,0.000115558,0,0.002388198,7.70E-05,0.003466739,0,0.008166095,0,0,0.004583799,0.000346674,0.013404722,0,0,0.006548284,0.000231116,7.70E-05,0,0,0.000308155
0,0.028889488,0,0.253457109,0.0033897,0.001579292,0,7.70E-05,0.001733369,0,0,3.85E-05,0.0033897,0,0,0,0.006432726,0.056661916,0,0.144909672,3.85E-05,0,0,0,0,0,0,0.00115558,0,0,0,7.70E-05,0,0,0.005277146,3.85E-05,0.031547321,0,0.001925966,0,0.037941528,0.001194099,0,0,0,0,0,0,0.313662802,0,0,0.035206656,0,0,0.032279188,0.001579292,0.002888949,0,0,0,0,0,0.009090559,0.000269635,0.003043026,0,0.005315666,0,0.000385193,0.002696352,3.85E-05,0.009937984,7.70E-05,0.002157082,0.000654828,3.85E-05,0,0,0,0.000924464
0,0.071222218,0,0.185547552,0.00227264,0,0,0.000154077,0.000847425,0,0,0,0.005585301,0,0,0,0.007703863,0.007434228,0,0.067293248,3.85E-05,0,0,0,0,0,0,3.85E-05,0,0,0,0.000231116,0,0,0.006971996,7.70E-05,0,0,0.002080043,0,0.016178113,0.007087554,0,0,0,0,0,0,0.462848118,0,0,0,0,0,0.068217711,0.013943993,0.026424252,0,0,0,0,0,0.002118562,0,0.022264165,0,0.009514271,0,0,0.004352683,7.70E-05,0.007588306,0,0,0.001425215,0,0.000231116,0,0,0.000231116
0,0.082046146,0,0.173991757,0.001463734,0,0,0.000154077,0.002773391,0,0,0,0.00789646,0,0,0,0.010438735,0.141327376,0,0.048341743,0,0,0,0,0,0,0,0.000154077,0,0,0,0.000731867,0,0,0.029005046,3.85E-05,0,0,0.005777898,0,0.020993028,0.00169485,0,0,0,0,0,0,0.287623743,0,0,0,3.85E-05,0,0.094372328,0.004814915,0.040676399,0,0,0,0,0,0.00053927,0,0.016216633,0,0.01128616,0,0,0.004776395,0.000115558,0.009937984,0,0,0.00227264,3.85E-05,0.000308155,0,0,0.000154077
0,0.06544432,0,0.268364085,0.000308155,0,0,0.000269635,0.003235623,0,0,0.000308155,0.006702361,0,0,0,0.011979508,0.05473595,0,0.122722545,0,0,0,0,0,0,0,7.70E-05,0,7.70E-05,0,0.000192597,0,0,0.042563846,0.000115558,3.85E-05,0,0.007588306,0,0.006009014,0.016293671,0,0,3.85E-05,0,0,0,0.269558183,0,0,0.000154077,0.000269635,0,0.081352798,3.85E-05,0.012595817,0,0,0,0,0,0.001617811,0,0.00735719,0,0.005777898,0,0,0.00620161,0,0.007203112,3.85E-05,0,0.000231116,0,0,0,0,0.00053927
0,0.003890451,0.002311159,0.012711375,3.85E-05,0,0,3.85E-05,0,0,0,3.85E-05,0.00959131,0,0,0,0,0.214706675,0,0.00169485,0,0,0,0,0,0,0,0.000115558,0,0,0,0.000231116,0,0,0.03158584,0.001887447,0,7.70E-05,0.010900967,0,0.017064058,0.000770386,0,0,0.001425215,0,0,0,0.037710412,3.85E-05,0,0,0,0,0.205346481,0.000616309,0.018720388,0,0.000308155,0,0,0,0,0,0.005700859,0,0.000154077,0,0,0.000423712,3.85E-05,0.005315666,0,0,0.002734872,0,0.002041524,0,0.000885944,0.410885559
0,0.113786064,0,0.118755056,0.00053927,0,0,7.70E-05,0.001964485,0,0,0,0.014945495,0,0,0,0.014984014,0.071453334,0,0.111089711,0,0,3.85E-05,0,0,0,0,0.000462232,0,0,0,0.000192597,0,0,0.019413736,7.70E-05,0.000115558,0,0.006625323,0,0.003620816,0.007087554,0,0,0,0,0,3.85E-05,0.411463349,0,0,3.85E-05,3.85E-05,0,0.046223181,0.030507299,0.004968992,0,0,0,0,0,0.000808906,0,0.003851932,0,0.007665344,0,0,0.003312661,0.000154077,0.005200108,0,0,0.000231116,0.000115558,0.000115558,0,0,3.85E-05
0,0.039636378,0,0.085012134,0.009167598,0,0,3.85E-05,0.000154077,0,0.000500751,3.85E-05,0.004160086,0,0,0,0.000770386,0.017179616,0,0.055583375,0,0,0,0,0,0,0,3.85E-05,0,0,3.85E-05,0.00227264,0,0,0.160201841,0.007434228,3.85E-05,3.85E-05,0.000654828,0,0.019953006,0.000192597,0,0,0,0,0.000308155,3.85E-05,0.276645738,0,0,0,0.000770386,3.85E-05,0.09256192,0.004583799,0.084126189,0,0,0,0,0.000231116,0.000269635,7.70E-05,0.035091098,0,0.005469743,0,0,0.003197103,0.00396749,0.017564809,0,0,0.007126074,0.00115558,0.005046031,0,0,0.058626401
0,0.077346789,7.70E-05,0.09028928,0.000231116,0,0,0.000115558,0.000269635,0,0.000154077,0,0.018296676,0,0,0,0.001078541,0.125033704,0,0.0169485,0,0,0,0,0,0,0,0.000154077,0,0,0,0,0,0,0.074265244,0.013173607,3.85E-05,0.000500751,0.013173607,0,0.001232618,0.000154077,0,0,0,0,0,3.85E-05,0.335541774,0,0,0,0.000346674,0,0.122144756,0.01637071,0.020145603,0,0,0,0,7.70E-05,7.70E-05,3.85E-05,0.022225646,0,0.003543777,0,0,0.003312661,0.002888949,0.022264165,0,0,0.001502253,0.000770386,0.000231116,0,0,0.015946997
0,0.006471245,0.000500751,0.12191364,0.011247641,0,0,0.000269635,0.000693348,0,7.70E-05,3.85E-05,0.000462232,0,0,0,0,0.000616309,0,0.183005277,0,0,0,0,0,0,0,7.70E-05,0,0,0,0.007164593,0,0,0.262547668,0.002311159,0,0,0.000808906,0,0.012249143,3.85E-05,0,0,0,0,0,3.85E-05,0.17044798,0,0,0,0.000154077,0,0.08462694,0,0.039751936,0,3.85E-05,0,0,0,0,0,0.034320712,0,0.002503756,0,0,0.001771889,0.002080043,0.005123069,0,0,0,0,0.000423712,0,0,0.048226185
0,0.007395709,7.70E-05,0.04683949,0.001502253,0,0,0,0.000192597,0,0.000231116,0,0.000423712,0,0,0,0.000115558,0.012749894,0,0.042872,0,0,0,0,0,0,0,7.70E-05,0,0,0,3.85E-05,0,0,0.122491429,0.001810408,0,0,0.00057779,0,0.004160086,0.00396749,0,0,0,0,0.000115558,0,0.11174454,0,0,3.85E-05,0.003697854,0,0.172335426,0.000231116,0.251492624,0,0,0,0,0,0,0,0.154192828,0,0.000654828,0,0,0.000385193,0.000924464,0.003890451,0,0,0.00053927,7.70E-05,0.006240129,0,0,0.047918031
0,0.025538307,0.00053927,0.156966219,0.006933477,0,0,0.000308155,0.002542275,0,0.000423712,0,0.001733369,0,0,0,0.000385193,0.033974038,0,0.073687454,0,0,0,0,0,0,0,0,0,0,0,0.008050537,0,0,0.145410423,0.006432726,3.85E-05,0,0.002965987,0,0.092061169,3.85E-05,0,0,0,0,0.000154077,0,0.382381264,0,0,0.011324679,7.70E-05,3.85E-05,0.001194099,0,0.011709873,0,0,0,0,0,0,0,0.009899465,0,0.003120065,0,0,0.003120065,0.001810408,0.012672855,0,0,0.002503756,3.85E-05,0.001617811,0,0,0.000308155
0,0.008358692,0,0.055390778,0.000924464,0,0,0.00053927,0.000269635,0,0.000192597,0,0.000385193,0,0,0,0.00111706,0.000423712,0,0.082161704,0,0,0,0,0,0,0,7.70E-05,0,0,0,0.020684873,0,0,0.278340588,0.002657833,0,0.000192597,0.000308155,0,0.015022534,0.000192597,0,0,0,0,0,0,0.120488425,0,0,0.036323716,0.000885944,0,0.225338007,0.001810408,0.028542814,0,0,0,0,0,3.85E-05,0,0.052694426,0,0.001925966,0,0,0.00053927,0.001348176,0.003659335,0,0,7.70E-05,3.85E-05,0.000770386,0,0,0.058279727
0,0.014868457,0,0.158545511,0.006894958,0,0,0.000346674,0.000847425,0,7.70E-05,0,0.00223412,0,0,0,0.000115558,0.003043026,0,0.057509341,0,0,0,0,0,0,0,0,0,0,0,0.002850429,0,7.70E-05,0.107391857,0.0033897,0,0,0.00057779,0,0.021763414,0.000308155,0,0,0,0,0,0,0.430491892,0,0,0,0.000885944,3.85E-05,0.090327799,0.003505258,0.034744424,0,0,0,0,0,0,0,0.019529294,0,0.006278649,0,0,0.002080043,0.00169485,0.005700859,0,0,7.70E-05,0.000192597,0.000731867,0,0,0.022880475
0,0.151612033,0,0.069719965,0.007857941,3.85E-05,0,0.000269635,0.000423712,0,0.000192597,0,0.002888949,0,0,0,0.00392897,0.145834136,0,0.067447325,0,0,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,0.007780902,0.019644852,0,0,0.003351181,0,0.006817919,0.000115558,0,0,0,0,0,0.000115558,0.136088749,0,0,3.85E-05,7.70E-05,0.000192597,0.050306229,0.006240129,0.004275644,0.004468241,0,0,0,0,0.009937984,0.000423712,0.00450676,0,0.002965987,0,0.003081545,0.000731867,0.276183506,0.001771889,0,0.000462232,0.000115558,0.006933477,3.85E-05,0,0,0.003043026
0,0.041600863,0,0.121297331,0.005392704,0,0,3.85E-05,0.000423712,0,0.00057779,0,0.00111706,0,0,0,0.001579292,0.004083048,0,0.126921151,0,0,0,0,0,0,0,0.000154077,0,0,0,0.00508455,0,0,0.074226725,0.000770386,7.70E-05,0,0.001309657,0,0.109741535,0.000500751,0,0,0,0,0,3.85E-05,0.339316667,0,0,0,0,0,0.089480374,0.001348176,0.005931975,3.85E-05,0,0,0,0,7.70E-05,0.000154077,0.008628327,0,0.00562382,0,0.000115558,0.002118562,0.044643889,0.0067794,0,0,3.85E-05,0.000154077,0.000462232,0,0,0.000154077
0,0.046107623,0,0.099649474,0.006355687,0,0,3.85E-05,0.000847425,0,0.000423712,0,0.003351181,0,0,0,7.70E-05,0.020530796,0,0.057971573,0,0,0,0,0,0,0,3.85E-05,0,0,3.85E-05,0,0,0,0.004583799,0.001309657,0,0,0.000616309,0,0.004622318,0.000962983,0,0,0,0,3.85E-05,3.85E-05,0.60833558,0,0,0,0.000654828,7.70E-05,0.049612881,0.00508455,0.021147105,3.85E-05,0,0,0,0,0.000770386,3.85E-05,0.00731867,0,0.003351181,0,0.000115558,0.002041524,0.047070606,0.00566234,0,0,0.00057779,0.000231116,0.000269635,0,0,0
0,0.051076615,0,0.142020723,0.012711375,0,0,0,0.001271137,0,0.000808906,0,0.00111706,0,0,0,3.85E-05,0.01070837,0,0.106428874,0,0,0,0,0,0,0,7.70E-05,0,0,0,0.004237125,0,0,0.062902045,0.001078541,3.85E-05,0,0.001925966,0,0.035900004,0.00053927,0,0,0,0,0,3.85E-05,0.254150456,0,0,0,0.000500751,3.85E-05,0.142829629,0.001463734,0.051115134,7.70E-05,0,0,0,0,0.000308155,0,0.029968029,0,0.006933477,0,3.85E-05,0.000654828,0.062593891,0.006933477,0,0,0.000115558,0,0.000154077,0,0,0.009206117
0,0.075574901,3.85E-05,0.150803128,0.004814915,0,0,0,0.001925966,0,0.001733369,0,0.001078541,0,0,3.85E-05,0,0.008050537,0,0.062555372,0,0,0,0,0,0,0,0.000423712,0,0,0,0.001194099,0,0,0.045375756,0.000962983,0,0,0.001271137,0,0.011363199,0.000231116,0,0,0,0,3.85E-05,0,0.339624822,0,0,0,0.00053927,3.85E-05,0.092754516,0.005700859,0.037903008,0,0,0,0,0,0.000115558,0.000115558,0.019953006,0,0.005354185,0,0.000346674,0.002157082,0.119987674,0.006548284,0,0.000115558,0.000115558,0.000616309,0.000154077,0,0,0.000385193
0,0.138785101,0,0.0993028,0.000346674,0,0,0.000308155,0.001194099,0,0.000269635,0,0.001733369,0,0,0,0.006240129,0.043064597,0,0.035630369,0,0,0,0,0,0,0,0.000192597,0,0,0,0.001078541,0,0,0.006625323,0.004044528,3.85E-05,3.85E-05,0.000962983,0,0.004083048,0.000154077,0,0,0,0,0,0.000115558,0.167289396,0,0,0,0,0.000385193,0.322560764,0.001887447,0.027618351,0,0,0,0,0,0.001309657,3.85E-05,0.007126074,0,0.002118562,0,0.000115558,0.001001502,0.087824044,0.005123069,0,0,0.005816417,0.000346674,0.000654828,0,0,0.024575325
