o__Deferribacterales,o__Triticum_aestivum_bread_wheat,o__Pseudomonadales,o__Erysipelotrichales,o__Anaeroplasmatales,o__Neisseriales,o__Verrucomicrobiales,o__Haloplasmatales,o__Rickettsiales,o__Micrococcales,o__Rhizobiales,o__Selenomonadales,o__Limnochordales,o__Methylococcales,o__Desulfovibrionales,o__Corynebacteriales,o__Burkholderiales,o__Pseudonocardiales,o__Mollicutes_RF9,o__Spirochaetales,o__Campylobacterales,o__Bifidobacteriales,o__Oceanospirillales,o__Flavobacteriales,o__Streptosporangiales,o__Xanthomonadales,o__Pasteurellales,o__Alteromonadales,o__Lactobacillales,o__C178B,o__Coriobacteriales,o__Chlamydiales,o__Bacillales,o__NB1-n,o__Enterobacteriales,o__Anaerolineales,o__Unknown_Order,o__Sphingobacteriales,o__Rhodospirillales,o__Clostridiales,o__Cytophagales,o__unidentified,o__Bacteroidales,o__Gastranaerophilales,o__Myxococcales,o__Mycoplasmatales,o__Synergistales
0.000192597,7.70E-05,0.00057779,0.025615346,3.85E-05,0,0.000115558,0,0.001040022,0.000154077,3.85E-05,0,0,0,0.001579292,7.70E-05,0.004429722,0,0.003620816,0,0.001964485,0,0,0.000115558,0,0.000308155,0,0,0.139863642,3.85E-05,0.013866954,0,0.000847425,0,0.000192597,0.000115558,0.010592812,0,0,0.139902161,0,0.000808906,0.649666808,0.000192597,0,0.00396749,0
0.000423712,0,3.85E-05,0.002426717,0.000115558,0,3.85E-05,0,0.007973499,0,0,0,0,0,0.015022534,0,0.003004507,0,0.002696352,0,0.00396749,0,0,3.85E-05,0,0,0,0,0.090404838,0,0.012634336,0,0,0,3.85E-05,0,0.002696352,0,0,0.340048534,0,0.000115558,0.51523439,0.001194099,0,0.001887447,0
0.001771889,0,3.85E-05,0.016640345,0.023612342,0,0,0,0.002388198,0,0,0,0,0,0.018681869,0,0.004160086,0,0.002349678,0,0.020607835,0,0,0.000269635,0,0,0,0,0.084973614,0,0.004160086,0,3.85E-05,0,0,0,0.002657833,0,0.00169485,0.247640692,0,0,0.565270983,0.002349678,0,0.000693348,0
0.001579292,0,0,0.016486268,0.013327684,0,0,0,0.002657833,0,0,0,0,0,0.023496784,0,0.000269635,0,0.001964485,0,0.071530372,0,0,0,0,0,0,0,0.010592812,0,0.001348176,0,0.000308155,0,0.000154077,3.85E-05,0.002773391,0,0.000308155,0.573591156,0,0.000154077,0.268710758,0.002041524,0,0.008628327,3.85E-05
0,7.70E-05,0,0.023304187,0.000962983,0,0.000115558,0,0.000269635,0,0,0,0,0,0.001078541,0,0.008820924,0,0.004275644,0,0.003197103,0,0,0,0,0,0,0,0.037594854,0,0.001348176,0,0.000500751,0,7.70E-05,0,0.000616309,0,0.003851932,0.229498093,0,0.000962983,0.655406186,0.018373714,0,0.009668349,0
0.000308155,3.85E-05,3.85E-05,0.05134625,0.00053927,0,0,0,0.004429722,0,0,0,0,0,0.006702361,0,0.008666846,0,0.002426717,0,0.015523285,0,0,0,0,0,0,0,0.017603328,0,0.006471245,0,0.000269635,7.70E-05,0.000115558,0,0.001078541,0,0.002465236,0.290820847,0,0.000385193,0.571318516,0.013751396,0,0.00562382,0
0.000731867,0,0,0.002696352,0.000115558,0,0,0,0.001309657,0,0,0,0,0,0.012249143,3.85E-05,0.001386695,0,0.001271137,0,0.014444744,0,0,0,0,0,0,0,0.005123069,0,0.000770386,0,7.70E-05,0,0.000231116,3.85E-05,0.001617811,0,0.002773391,0.457532453,0,0.000308155,0.488540503,0.006278649,0,0.002465236,0
0.000423712,3.85E-05,0,0.009937984,0.000154077,0,0,0,0.003774893,0,0,0,0,0,0.009475752,0,0.000962983,0,0.016255152,0,0.00959131,0,0,0,0,0,0,0,0.006278649,0,0.007087554,0,3.85E-05,0,0,0,0.000808906,0,0.001040022,0.441123223,0,0.000385193,0.479257348,0.008166095,0,0.005200108,0
0.000346674,0.000115558,0,0.010284658,0.001502253,0,0.001309657,0,0.006278649,0.000616309,0,0.00111706,0,0,0.016139594,0.000500751,0.004121567,0,0.00053927,0,0.01467586,7.70E-05,0,0,0,0,0,0,0.008859443,0,0.002349678,0,0.027965024,0,3.85E-05,0,0.001348176,0,0.001386695,0.428103694,0,0.000462232,0.4548361,0.00901352,0,0.008012018,0
0.000154077,0,0.00566234,0.07222372,0,0,3.85E-05,0,0,7.70E-05,0,0,0,0,0.000731867,0.000154077,0.010900967,0,0.001348176,0,0.009090559,0.00057779,0,0,0,0.000154077,3.85E-05,0,0.30699896,0,0.017333693,0,0.000500751,0,0.042178653,7.70E-05,0.002080043,0.000192597,0.000192597,0.058587882,0,7.70E-05,0.468664535,0.000192597,0,0.001771889,0
0.000269635,0,7.70E-05,0.024536805,7.70E-05,3.85E-05,7.70E-05,0,0.000192597,0,0,0,0,0,0.005816417,0,0.003351181,0,0.004930473,0,0.02484496,0.000115558,0,0,0,0,0,0,0.063402797,0,0.006394207,0,0.000231116,0,0.009552791,0,0.004468241,0,0.001271137,0.217171912,0,7.70E-05,0.630830862,0.001579292,0,0.000693348,0
0.000269635,0,0.000616309,0.003813412,0.000115558,0,0,0,0.004583799,0,0,0,0,0,0.006355687,3.85E-05,0.005238627,0,0.000693348,0,0.004583799,0,0,0,0,0,0,0,0.108585956,0,0.007511267,0,0.000346674,0,0.011016525,0,0.001309657,0,0.000115558,0.2957128,0,7.70E-05,0.545780209,7.70E-05,0,0.003158584,0
0.000885944,3.85E-05,0.000231116,0.020684873,0,0,0,0,0.000192597,0,0,0,0,0,0.00789646,0,0.012634336,0,0.002349678,0,0.038557837,3.85E-05,0,0,0,3.85E-05,0,0,0.026925003,0,0.000924464,0,0.000154077,0,0.014252147,3.85E-05,0.00053927,0,0.01860483,0.284657756,0,0.000192597,0.561419052,0.007395709,0,0.001348176,0
0.000115558,3.85E-05,0.000231116,0.109279304,0.006586803,0,0,0,0.000231116,0,3.85E-05,0,0,0,0.001425215,0,0.010053542,0,0.001463734,0,0.010092061,0.000654828,0,0,0,3.85E-05,0,0,0.239320519,0,0.008666846,0,0.000423712,0,0,0,0.002542275,0,0.000885944,0.121374369,0,0,0.485574516,0.000115558,0,0.000847425,0
0.001617811,0,0,0.14783714,0.001232618,0,0,0,0.001656331,0,0,0,0,0,0.026424252,0,0.007049035,0,0.001040022,0,0.003351181,0.000654828,0,0,0,0,3.85E-05,0,0.030391741,0,0.013943993,0,3.85E-05,0,0,0,0.002157082,0,0.000192597,0.411617426,0,0.000192597,0.347213127,0.000462232,0,0.002888949,0
0.000154077,0,0,0.014906976,0.001771889,3.85E-05,0,0,0.000770386,0,0,0,0,0,0.004352683,7.70E-05,0.001848927,0,7.70E-05,0,0.036439274,0.000616309,0,0,0,0,0,0,0.434151227,0,0.029274681,0,0.001386695,0,0,0,0.001271137,0,0,0.161280382,0,0.000115558,0.308732329,0.000308155,0,0.002426717,0
0.004160086,0,0,0.001656331,0,0,7.70E-05,0,0,0,0,0,0,0,0.054658911,0,0,0,0.018219637,0,0.023034552,0,0,0,0,0,0,0,0.007395709,0,0.001463734,0,7.70E-05,0,0.000115558,0,0.003274142,0,0.004314164,0.625014445,0,0.000808906,0.255614191,0,0,0.000115558,0
0.000500751,7.70E-05,7.70E-05,0.073109664,0.000616309,0,0,0,0.006317168,0,0,0,0,0,0.01182543,0,0.012480259,0,0.001579292,0,0.015908478,0.000500751,0,0,0,0,3.85E-05,0,0.067062132,0,0.004391202,0,7.70E-05,0,0.000115558,0,0.001078541,0,0.00115558,0.194098841,0,0.000192597,0.597010901,0.006894958,0,0.004891953,0
0.002003005,7.70E-05,3.85E-05,0.009129078,0.001733369,0,0,3.85E-05,0.001502253,0,0,0,0,0,0.014329186,0,0.005546782,0,0.000115558,0,0.01918262,0,3.85E-05,3.85E-05,7.70E-05,0,0,0,0.006548284,0,0.005007511,0,7.70E-05,0,0.000192597,0,0.000808906,0,0,0.309387158,3.85E-05,0.000115558,0.620469165,0.001040022,0,0.002465236,0
0.001194099,3.85E-05,0.000115558,0.002118562,0,0,0.054119641,0,0,0.000192597,0,0,0,0,0.08975001,3.85E-05,0,0,0.006240129,0,0.002580794,0,0,0,0,0,0,0,0.158545511,0,0.006702361,0,0.003659335,0,0,0,0.001733369,0,0.000231116,0.625245561,0,0.000616309,0.04683949,0,0,3.85E-05,0
0.000231116,0,0.000308155,0.02480644,0.000192597,0,0,0,0,0,0,0,0,0,0.03046878,0.000423712,0,0.000115558,0.011979508,0,0.000423712,0,0,0.000154077,7.70E-05,3.85E-05,0,0,0.252070413,0,0.011401718,0,0.035977042,0,0.000346674,0,0.054004083,0,0.000192597,0.491352413,0,0.000115558,0.08520473,3.85E-05,0,7.70E-05,0
0.0033897,7.70E-05,3.85E-05,0.001925966,0,0,0.035206656,0,3.85E-05,0.001579292,0,0,0,0,0.144909672,7.70E-05,0,0,0.005354185,0,0.037941528,0,0,0,0,0,0,0,0.085975117,0,0.0033897,0,0.0169485,0,3.85E-05,0,0.001579292,0,7.70E-05,0.616155002,0,0.00053927,0.044412773,0.000346674,0,0,0
0.00227264,0,0,0.002080043,0,0,0,0,3.85E-05,0,0,0,0,0,0.067293248,0.000154077,0,0,0.003890451,0,0.016178113,0,0,0,0,0,0,0,0.078733485,0,0.005585301,0,0.009860945,0,7.70E-05,0,0.013943993,0,0.000231116,0.674627326,0,0.000500751,0.124301837,0,0,0.000231116,0
0.001463734,0,3.85E-05,0.005777898,0,0,0,0,3.85E-05,0,0,0,0,0,0.048341743,0.000154077,0,0,0.00450676,0,0.020993028,0,0,3.85E-05,0,0,0,0,0.223412041,0,0.00789646,0,0.011132083,0,0.000115558,0,0.004814915,0,0.000731867,0.489156812,0,0.000423712,0.180655599,0,0,0.000308155,0
0.000308155,3.85E-05,0,0.007588306,3.85E-05,0,0.000154077,0,3.85E-05,0,0,7.70E-05,0,0,0.122722545,0.000269635,0,0,0.001887447,0,0.006009014,0,0,0.000269635,0,0,0,0,0.120295828,0,0.006702361,0,0.013674358,0,0,0,3.85E-05,0,0.000192597,0.57393783,0,0.001271137,0.14448596,0,0,0,0
3.85E-05,0,0,0.010900967,0.001425215,0,0,0,0.000192597,0,0,0,0,0,0.00169485,3.85E-05,0.002311159,0,0,0,0.017064058,0.000308155,0,0,0,0,7.70E-05,3.85E-05,0.220484573,0,0.00959131,0,0.000115558,0,3.85E-05,0,0.000616309,0,0.000231116,0.054543353,0,0.000192597,0.677939987,0.000115558,0,0.002041524,0
0.00053927,0,0.000115558,0.006625323,0,0,3.85E-05,0,0,0,0,0,0,0,0.111089711,7.70E-05,0,0,0.002349678,0,0.003620816,0,0,3.85E-05,0,3.85E-05,0,0,0.185316436,0,0.014945495,0,0.016255152,0,0.000154077,0,0.030507299,3.85E-05,0.000192597,0.552752205,0,0.00057779,0.074573399,3.85E-05,0,0.000115558,0
0.009167598,0,0.001656331,0.000654828,0,0,0,0,0,0,0,0,0,0,0.055583375,3.85E-05,0.000308155,0,0.012903971,0,0.019953006,0,0,0.000770386,0,3.85E-05,3.85E-05,0,0.064288741,0,0.004160086,0,0.00115558,0,0.00396749,3.85E-05,0.004583799,0,0.00227264,0.37980047,0,0.000462232,0.433111205,0,0,0.005046031,0
0.000231116,0,0.000924464,0.013173607,0,0,0,0,0,0,0,0,0,0,0.0169485,0.000115558,7.70E-05,0,0.01860483,0,0.001232618,0,0,0.000346674,0,3.85E-05,0.000500751,0,0.2155541,0,0.018296676,0,0.001348176,0,0.002888949,0,0.01637071,0,0,0.437656485,0,3.85E-05,0.255421594,0,0,0.000231116,0
0.011247641,0,7.70E-05,0.000808906,0,0,0,0,0,0,0,0,0,0,0.183005277,0.000269635,0.000500751,0,0,0,0.012249143,3.85E-05,0,0.000154077,0,3.85E-05,0,0,0.009398713,0,0.000462232,0,7.70E-05,0,0.002080043,0,0,0,0.007164593,0.300527715,0,0.000731867,0.470744578,0,0,0.000423712,0
0.001502253,0,0.000308155,0.00057779,0,0,3.85E-05,0,0,0,0,0,0,0,0.042872,0,0.000192597,0,0,0,0.004160086,0,0,0.003697854,0,0,0,0,0.021956011,0,0.000423712,0,0.000192597,0,0.000924464,0,0.000231116,0,3.85E-05,0.16478564,0,0.000308155,0.751550403,0,0,0.006240129,0
0.006933477,0,0.000462232,0.002965987,0,0,0.011324679,0,0,0,0,0,0,0,0.073687454,0.000308155,0.000693348,0,3.85E-05,0,0.092061169,0,0,7.70E-05,0,0,0,0,0.066099149,0,0.001733369,0,0.000385193,0,0.001810408,0,0,0,0.008050537,0.562728708,0,0.000423712,0.168599052,0,0,0.001617811,0
0.000924464,0,0.000231116,0.000308155,0,0,0.036323716,0,0,0,0,0,0,0,0.082161704,0.00053927,0,0,0.000385193,0,0.015022534,0,0,0.000885944,0,0,0.000192597,0,0.011440237,0,0.000385193,0,0.001232618,0,0.001348176,0,0.001810408,0,0.020684873,0.179230384,0,0.000693348,0.645429683,0,0,0.000770386,0
0.006894958,0,0.000269635,0.00057779,0,7.70E-05,0,0,0,0,0,0,0,0,0.057509341,0.000346674,0,0,0.00115558,0,0.021763414,0,0,0.000885944,0,0,0,0,0.021339702,0,0.00223412,0,0.000115558,0,0.00169485,0,0.003505258,0,0.002850429,0.601440622,0,0.000654828,0.27595239,0,0,0.000731867,0
0.007857941,0,0.007126074,0.003351181,0,0,3.85E-05,0,0,3.85E-05,0,0,0,0,0.067447325,0.000269635,0,0,0.000962983,0,0.006817919,0,0,7.70E-05,0,0.000115558,0,0,0.324833404,0,0.002888949,0,0.014367705,0,0.276183506,0,0.006240129,0,0,0.211239937,0,0.000192597,0.069912561,0,0,3.85E-05,0
