c__unidentified,c__Limnochordia,c__Verrucomicrobiae,c__Melainabacteria,c__Deltaproteobacteria,c__Alphaproteobacteria,c__Clostridia,c__Sphingobacteriia,c__Betaproteobacteria,c__Gammaproteobacteria,c__Negativicutes,c__Mollicutes,c__Flavobacteriia,c__Synergistia,c__Bacteroidia,c__Actinobacteria,c__Chlamydiae,c__Anaerolineae,c__Unknown_Class,c__Spirochaetes,c__Coriobacteriia,c__Bacilli,c__Bacteroidetes_vadinHA17,c__Erysipelotrichia,c__Chloroplast,c__Epsilonproteobacteria,c__Cytophagia,c__Deferribacteres
0.00053927,0,0,0,0.046338739,0.006163091,0.590462617,0,0.000192597,0.000731867,0,0.004622318,0.000115558,0,0.30303147,0.000154077,0,0,0.021031547,0,0.001386695,0.010361696,0,0.008666846,0,0.005585301,0,0.000616309
0.000500751,0,0.015138092,0,0.101845075,0.000115558,0.696775933,0,0.000269635,0.000500751,0,0.003428219,7.70E-05,0,0.107045183,0.000693348,0,0,0.001771889,0,0.00223412,0.040483803,0,0.00847425,0,0.010092061,0,0.010554293
0.000693348,0,0,0,0.073841532,0.001194099,0.466045222,0,0.001078541,0.003120065,0,0.006471245,0.001001502,0,0.398020107,7.70E-05,0,0,0.018874466,0.000308155,0.001733369,0.020030045,0,0.000346674,0,0.00508455,0,0.002080043
0.000770386,0,0.002696352,0,0.055198182,0.004044528,0.567505104,0,7.70E-05,0.00111706,0,0.004891953,7.70E-05,0,0.285274065,0.000269635,0,0,0.004891953,0,0.001617811,0.055236701,0,0.00223412,0,0.011632834,0,0.002465236
0.000462232,0,0.08520473,0.001617811,0.078040137,0.000346674,0.30472632,0,0.000308155,0.006894958,0,0.001579292,0.001271137,0,0.465159277,0.000192597,0,0,0.001579292,0,0.000423712,0.015600324,0,0.000962983,0,0.034782944,3.85E-05,0.000808906
0.000346674,0,0.007164593,0.000192597,0.056584877,0.031277686,0.226493587,0,0.0135588,0.085551404,0,0.015715882,7.70E-05,0,0.48869458,0.000231116,0,0,0.003736374,0,0.000654828,0.062131659,0,0.001771889,0,0.005277146,0,0.00053927
0.001078541,0,0.051115134,0,0.086283271,0.004968992,0.222834251,0,0.000385193,0.010092061,0,0.00057779,0.000346674,0,0.565887292,7.70E-05,0,0,3.85E-05,0,0.000308155,0.037633373,0,0.002927468,0,0.012942491,0,0.002503756
0.000423712,0,0.031200647,0,0.057432302,0.008204615,0.344670852,0,0.003197103,0.026385732,0,0.001001502,0.000423712,0,0.327260121,0.000154077,0,0,0.001848927,0,0.002503756,0.160009245,0,0.004006009,0,0.02823466,0,0.003043026
0.000423712,0,0.011786911,7.70E-05,0.114903124,0.000192597,0.517006279,0,0.002965987,0.01748777,0,0.004930473,0,0,0.192057317,0.000269635,0,0,0.004121567,0,0.002465236,0.124879627,0,0.001386695,0,0.004737876,0,0.000308155
0.000231116,0,0,0,0.064173183,0.000500751,0.285274065,0,0.008204615,0.033896999,0,0.0033897,0,0,0.538268942,7.70E-05,0,3.85E-05,0.005046031,0,0.004968992,0.032548823,0,0.000231116,0,0.021724895,0,0.001425215
0.001925966,0,0.000385193,0.001040022,0.257039405,0,0.615885367,0,0.001040022,0.006278649,0,0.009976503,0,0,0.034128115,3.85E-05,0,3.85E-05,0.003004507,0,0.00053927,0.014444744,0,0.001232618,0,0.033781441,0,0.019221139
0.000616309,0,0,0,0.102538423,0.001964485,0.548592119,0,0.000423712,0.004622318,0,0.006317168,0,0,0.143137784,0.000269635,0,0,0.001001502,0,0.006086052,0.040098609,0,0.002580794,0,0.107160741,0,0.034590347
0.000770386,0,0,0,0.121412889,0.004352683,0.636916914,0,0.000308155,0.006548284,0,0.007626825,3.85E-05,0,0.139439929,3.85E-05,0,0,0.000731867,0,0.001194099,0.026116097,0,0.000962983,0,0.035091098,0,0.018450753
0.000847425,0,0,0,0.123839606,0.013597319,0.383228689,0,0.000231116,0.009860945,0,0.008551288,0.00053927,0,0.42775702,0.000115558,0,0,0.002773391,0,0.000962983,0.019798929,0,0.000462232,0,0.006471245,0,0.000962983
0.000770386,0,0,0,0.074342283,0.00053927,0.671314664,0,3.85E-05,0.000616309,0,0.00281191,0.000654828,0,0.161203343,0,0,3.85E-05,0.001040022,0,0.003851932,0.077539386,0,0.00223412,0,0.002003005,0,0.001001502
0.000616309,0,3.85E-05,0,0.072570394,0.024190131,0.316051,0,0,0.000308155,0,0.003428219,0.002041524,0,0.529448018,0,0,3.85E-05,0.000192597,0.000231116,0.001309657,0.011940988,0,0.010361696,0,0.020954509,0,0.006278649
0.000885944,0,0.001733369,0,0.086090674,0.004776395,0.626670775,0,0,0.000231116,0,0.002850429,0.000346674,0,0.186703132,3.85E-05,0,0.000115558,0.002349678,3.85E-05,0.002195601,0.012287662,0,0.011478757,0,0.056738955,0,0.004468241
0.00111706,0,0.001232618,0,0.050961057,0.006355687,0.383652402,0,7.70E-05,7.70E-05,0,0.044143138,0.000731867,0,0.445861099,0,0,3.85E-05,0.003466739,0,0.001656331,0.031547321,0,0.003351181,0,0.021840453,0,0.003890451
0.000770386,0,0.001348176,0.000231116,0.053233697,0.005392704,0.349485767,0,3.85E-05,0.000154077,0,0.00169485,0.000385193,0,0.547359501,3.85E-05,0,0,0.003774893,3.85E-05,0.001771889,0.025499788,0,0.004622318,0,0.003505258,0,0.000654828
0.000346674,0,0.000115558,3.85E-05,0.076422326,0.001078541,0.451870113,0,0.000192597,0.003813412,0,0.006047533,0,0,0.316975463,0.000154077,0,3.85E-05,0.013866954,0,0.004468241,0.107083702,0,0.010284658,0,0.005970494,0,0.001232618
0.000770386,0,0,0,0.079272755,3.85E-05,0.452293825,0,7.70E-05,0.000231116,0,0.004198606,0,0.000115558,0.377335234,0,0,0.000885944,0.004083048,3.85E-05,0.003697854,0.065636917,0.000231116,0.009475752,3.85E-05,0.000154077,0,0.001425215
0.000308155,0,0.000654828,0.000115558,0.030314703,0.005893456,0.376256693,0,0,0.000231116,0,0.009398713,0.000885944,3.85E-05,0.550441046,7.70E-05,0,0.000500751,0.004083048,7.70E-05,0.001540773,0.013443242,0.000154077,0.002734872,0,0.002311159,0,0.00053927
0.000654828,0,7.70E-05,0,0.063248719,0.001309657,0.487847155,0,0,0.000154077,3.85E-05,0.004198606,0.00053927,3.85E-05,0.336658834,7.70E-05,0,0.00053927,0.004930473,0.000154077,0.00450676,0.059011594,0.000192597,0.006663842,0,0.017372212,0,0.011786911
