,indicator,importance
10,meta_474,0.24489668
6,meta_3347,0.19295287
12,meta_3244,0.087527096
8,meta_3827,0.07901531
11,meta_1397,0.056204423
3,meta_3496,0.044837337
9,meta_54,0.040943395
15,meta_647,0.039888307
7,meta_944,0.03596059
4,meta_734,0.03426388
1,g__Intestinimonas,0.034003165
14,meta_3453,0.033990905
0,g__Ruminococcaceae_UCG-013,0.031138794
13,meta_116,0.026055431
5,meta_3685,0.014910594
2,meta_1370,0.003411241
