,0
g__Akkermansia,0.18480666
g__Family_XIII_AD3011_group,0.031600546
g__Ruminococcaceae_UCG-010,0.028452996
g__Eubacterium_coprostanoligenes_group,0.027497435
g__Enterorhabdus,0.023767363
g__Lactococcus,0.01682412
g__Peptococcus,0.016758548
g__Streptococcus,0.015501249
g__Proteus,0.01099967
g__Subdoligranulum,0.009521688
g__Prevotellaceae_UCG-001,0.005935297
