,indicator,importance
15,meta_3165,0.3205507
4,meta_854,0.08535698
7,meta_3049,0.07528231
11,meta_2890,0.074551135
13,meta_1419,0.061931107
6,meta_3220,0.06159549
5,meta_3086,0.057272352
10,meta_3510,0.048973914
14,meta_622,0.03581226
2,meta_247,0.034836847
3,meta_904,0.033322275
1,meta_2879,0.03068064
9,meta_1616,0.025849462
12,meta_1667,0.022555541
8,meta_966,0.01694904
0,meta_2832,0.01447992
