,indicator,importance
4,meta_3347,0.26936823
7,meta_474,0.17344838
1,meta_460,0.12624836
5,meta_3827,0.1194188
8,meta_1397,0.08937944
3,meta_734,0.0743152
2,meta_3496,0.065738425
9,meta_116,0.037737258
6,meta_54,0.03367094
0,meta_1370,0.010674963
