,indicator,importance
0,meta_2123,0.0016463893
1,meta_3016,0.012102157
2,meta_1903,0.008252405
3,meta_2783,0.002382094
4,meta_1256,0.0048886733
5,meta_734,0.010556334
6,meta_2096,0.009299173
7,meta_736,0.003452612
8,meta_3254,0.038153406
9,meta_3247,0.000101528865
10,meta_1571,0.010840187
11,meta_91,0.063547626
12,meta_3222,0.010431154
13,meta_252,0.0072129187
14,meta_294,0.0011454147
15,meta_2673,0.0025144408
16,meta_3220,0.00086264877
17,meta_3578,0.031781163
18,meta_3347,0.2882698
19,meta_145,0.023873337
20,meta_3701,0.0045880107
21,meta_54,0.1278237
22,meta_42,0.027691083
23,meta_521,0.0011956585
24,meta_178,0.0017836463
25,meta_2701,0.12083352
26,meta_1013,0.116013005
27,meta_3079,0.009731354
28,meta_41,0.01875852
29,meta_1176,0.00743647
30,meta_2340,0.0002321126
31,meta_2433,0.02636939
32,meta_640,0.006230126
